"case_id";"event_name";"event_timestamp";"tender_region";"tender_amount";"tender_type";"sector";"framework";"cpv";"duration_dd";"duration_partial_dd"
"6524113C5A";"AWARD";"2016-03-30 00:00:00.000";"PIEMONTE";"184585.0";"SERVIZI";"ORDINARI";"0";"90";"821.96";"61"
"6524113C5A";"VARIANT";"2016-08-23 00:00:00.000";"PIEMONTE";"184585.0";"SERVIZI";"ORDINARI";"0";"90";"821.96";"207"
"6524113C5A";"CONTRACT-START";"2016-10-21 00:00:00.000";"PIEMONTE";"184585.0";"SERVIZI";"ORDINARI";"0";"90";"821.96";"266"
"6524113C5A";"VARIANT";"2017-12-29 00:00:00.000";"PIEMONTE";"184585.0";"SERVIZI";"ORDINARI";"0";"90";"821.96";"700"
"6524113C5A";"CONTRACT-END";"2018-04-30 00:00:00.000";"PIEMONTE";"184585.0";"SERVIZI";"ORDINARI";"0";"90";"821.96";"822"
"6524989F3F";"CREATION";"2016-04-18 00:00:00.000";"TOSCANA";"387133.2";"SERVIZI";"ORDINARI";"0";"90";"668.04";"0"
"6524989F3F";"PUBLICATION-IT";"2016-04-18 00:00:00.000";"TOSCANA";"387133.2";"SERVIZI";"ORDINARI";"0";"90";"668.04";"0"
"6524989F3F";"PUBLICATION-EU";"2016-04-19 00:00:00.000";"TOSCANA";"387133.2";"SERVIZI";"ORDINARI";"0";"90";"668.04";"1"
"6524989F3F";"AWARD";"2016-11-07 00:00:00.000";"TOSCANA";"387133.2";"SERVIZI";"ORDINARI";"0";"90";"668.04";"203"
"6524989F3F";"CONTRACT-START";"2017-02-07 00:00:00.000";"TOSCANA";"387133.2";"SERVIZI";"ORDINARI";"0";"90";"668.04";"295"
"6524989F3F";"SUSPENSION";"2017-06-26 00:00:00.000";"TOSCANA";"387133.2";"SERVIZI";"ORDINARI";"0";"90";"668.04";"434"
"6524989F3F";"SUBCONTRACT";"2017-07-18 00:00:00.000";"TOSCANA";"387133.2";"SERVIZI";"ORDINARI";"0";"90";"668.04";"456"
"6524989F3F";"SUSPENSION";"2017-08-03 00:00:00.000";"TOSCANA";"387133.2";"SERVIZI";"ORDINARI";"0";"90";"668.04";"472"
"6524989F3F";"VARIANT";"2017-10-05 00:00:00.000";"TOSCANA";"387133.2";"SERVIZI";"ORDINARI";"0";"90";"668.04";"535"
"6524989F3F";"CONTRACT-END";"2017-10-23 00:00:00.000";"TOSCANA";"387133.2";"SERVIZI";"ORDINARI";"0";"90";"668.04";"553"
"6524989F3F";"TESTING";"2018-02-15 00:00:00.000";"TOSCANA";"387133.2";"SERVIZI";"ORDINARI";"0";"90";"668.04";"668"
"6526105835";"CREATION";"2016-01-18 00:00:00.000";"VENETO";"169600.0";"SERVIZI";"ORDINARI";"0";"90";"832.96";"0"
"6526105835";"AWARD";"2016-02-11 00:00:00.000";"VENETO";"169600.0";"SERVIZI";"ORDINARI";"0";"90";"832.96";"24"
"6526105835";"CONTRACT-START";"2016-04-11 00:00:00.000";"VENETO";"169600.0";"SERVIZI";"ORDINARI";"0";"90";"832.96";"84"
"6526105835";"VARIANT";"2018-01-31 00:00:00.000";"VENETO";"169600.0";"SERVIZI";"ORDINARI";"0";"90";"832.96";"744"
"6526105835";"CONTRACT-END";"2018-04-30 00:00:00.000";"VENETO";"169600.0";"SERVIZI";"ORDINARI";"0";"90";"832.96";"833"
"6528667A6F";"CREATION";"2016-04-06 00:00:00.000";"CAMPANIA";"1418523.21";"SERVIZI";"ORDINARI";"0";"55";"450.0";"0"
"6528667A6F";"AWARD";"2016-12-30 00:00:00.000";"CAMPANIA";"1418523.21";"SERVIZI";"ORDINARI";"0";"55";"450.0";"268"
"6528667A6F";"CONTRACT-START";"2017-03-21 00:00:00.000";"CAMPANIA";"1418523.21";"SERVIZI";"ORDINARI";"0";"55";"450.0";"349"
"6528667A6F";"STATUS";"2017-04-30 00:00:00.000";"CAMPANIA";"1418523.21";"SERVIZI";"ORDINARI";"0";"55";"450.0";"389"
"6528667A6F";"VARIANT";"2017-05-25 00:00:00.000";"CAMPANIA";"1418523.21";"SERVIZI";"ORDINARI";"0";"55";"450.0";"414"
"6528667A6F";"VARIANT";"2017-06-15 00:00:00.000";"CAMPANIA";"1418523.21";"SERVIZI";"ORDINARI";"0";"55";"450.0";"435"
"6528667A6F";"CONTRACT-END";"2017-06-30 00:00:00.000";"CAMPANIA";"1418523.21";"SERVIZI";"ORDINARI";"0";"55";"450.0";"450"
"6528667A6F";"STATUS";"2017-06-30 00:00:00.000";"CAMPANIA";"1418523.21";"SERVIZI";"ORDINARI";"0";"55";"450.0";"450"
"6531197244";"CREATION";"2016-02-11 00:00:00.000";"CENTRALE";"200000.0";"SERVIZI";"ORDINARI";"0";"90";"535.96";"0"
"6531197244";"AWARD";"2016-03-15 00:00:00.000";"CENTRALE";"200000.0";"SERVIZI";"ORDINARI";"0";"90";"535.96";"33"
"6531197244";"VARIANT";"2016-06-16 00:00:00.000";"CENTRALE";"200000.0";"SERVIZI";"ORDINARI";"0";"90";"535.96";"126"
"6531197244";"CONTRACT-START";"2016-07-13 00:00:00.000";"CENTRALE";"200000.0";"SERVIZI";"ORDINARI";"0";"90";"535.96";"153"
"6531197244";"CONTRACT-END";"2017-07-31 00:00:00.000";"CENTRALE";"200000.0";"SERVIZI";"ORDINARI";"0";"90";"535.96";"536"
"6533365F57";"CREATION";"2016-01-09 00:00:00.000";"CENTRALE";"61417550.0";"SERVIZI";"ORDINARI";"0";"64";"1633.96";"0"
"6533365F57";"AWARD";"2016-05-11 00:00:00.000";"CENTRALE";"61417550.0";"SERVIZI";"ORDINARI";"0";"64";"1633.96";"123"
"6533365F57";"CONTRACT-START";"2016-06-20 00:00:00.000";"CENTRALE";"61417550.0";"SERVIZI";"ORDINARI";"0";"64";"1633.96";"163"
"6533365F57";"STATUS";"2016-06-27 00:00:00.000";"CENTRALE";"61417550.0";"SERVIZI";"ORDINARI";"0";"64";"1633.96";"170"
"6533365F57";"STATUS";"2016-08-01 00:00:00.000";"CENTRALE";"61417550.0";"SERVIZI";"ORDINARI";"0";"64";"1633.96";"205"
"6533365F57";"STATUS";"2016-08-31 00:00:00.000";"CENTRALE";"61417550.0";"SERVIZI";"ORDINARI";"0";"64";"1633.96";"235"
"6533365F57";"STATUS";"2016-09-30 00:00:00.000";"CENTRALE";"61417550.0";"SERVIZI";"ORDINARI";"0";"64";"1633.96";"265"
"6533365F57";"STATUS";"2016-10-31 00:00:00.000";"CENTRALE";"61417550.0";"SERVIZI";"ORDINARI";"0";"64";"1633.96";"296"
"6533365F57";"STATUS";"2016-11-30 00:00:00.000";"CENTRALE";"61417550.0";"SERVIZI";"ORDINARI";"0";"64";"1633.96";"326"
"6533365F57";"STATUS";"2016-12-30 00:00:00.000";"CENTRALE";"61417550.0";"SERVIZI";"ORDINARI";"0";"64";"1633.96";"356"
"6533365F57";"STATUS";"2017-06-30 00:00:00.000";"CENTRALE";"61417550.0";"SERVIZI";"ORDINARI";"0";"64";"1633.96";"538"
"6533365F57";"STATUS";"2017-10-31 00:00:00.000";"CENTRALE";"61417550.0";"SERVIZI";"ORDINARI";"0";"64";"1633.96";"661"
"6533365F57";"STATUS";"2017-12-31 00:00:00.000";"CENTRALE";"61417550.0";"SERVIZI";"ORDINARI";"0";"64";"1633.96";"722"
"6533365F57";"STATUS";"2018-04-30 00:00:00.000";"CENTRALE";"61417550.0";"SERVIZI";"ORDINARI";"0";"64";"1633.96";"842"
"6533365F57";"STATUS";"2018-09-30 00:00:00.000";"CENTRALE";"61417550.0";"SERVIZI";"ORDINARI";"0";"64";"1633.96";"995"
"6533365F57";"STATUS";"2018-12-31 00:00:00.000";"CENTRALE";"61417550.0";"SERVIZI";"ORDINARI";"0";"64";"1633.96";"1087"
"6533365F57";"STATUS";"2019-04-17 00:00:00.000";"CENTRALE";"61417550.0";"SERVIZI";"ORDINARI";"0";"64";"1633.96";"1194"
"6533365F57";"STATUS";"2019-06-06 00:00:00.000";"CENTRALE";"61417550.0";"SERVIZI";"ORDINARI";"0";"64";"1633.96";"1244"
"6533365F57";"STATUS";"2019-09-30 00:00:00.000";"CENTRALE";"61417550.0";"SERVIZI";"ORDINARI";"0";"64";"1633.96";"1360"
"6533365F57";"STATUS";"2020-01-02 00:00:00.000";"CENTRALE";"61417550.0";"SERVIZI";"ORDINARI";"0";"64";"1633.96";"1454"
"6533365F57";"VARIANT";"2020-04-27 00:00:00.000";"CENTRALE";"61417550.0";"SERVIZI";"ORDINARI";"0";"64";"1633.96";"1570"
"6533365F57";"STATUS";"2020-04-28 00:00:00.000";"CENTRALE";"61417550.0";"SERVIZI";"ORDINARI";"0";"64";"1633.96";"1571"
"6533365F57";"CONTRACT-END";"2020-06-30 00:00:00.000";"CENTRALE";"61417550.0";"SERVIZI";"ORDINARI";"0";"64";"1633.96";"1634"
"653414208F";"CREATION";"2016-03-21 00:00:00.000";"CAMPANIA";"1512000.0";"SERVIZI";"ORDINARI";"0";"85";"1865.96";"0"
"653414208F";"AWARD";"2016-11-21 00:00:00.000";"CAMPANIA";"1512000.0";"SERVIZI";"ORDINARI";"0";"85";"1865.96";"245"
"653414208F";"CONTRACT-START";"2017-05-23 00:00:00.000";"CAMPANIA";"1512000.0";"SERVIZI";"ORDINARI";"0";"85";"1865.96";"428"
"653414208F";"STATUS";"2017-06-09 00:00:00.000";"CAMPANIA";"1512000.0";"SERVIZI";"ORDINARI";"0";"85";"1865.96";"445"
"653414208F";"STATUS";"2017-08-30 00:00:00.000";"CAMPANIA";"1512000.0";"SERVIZI";"ORDINARI";"0";"85";"1865.96";"527"
"653414208F";"STATUS";"2017-10-23 00:00:00.000";"CAMPANIA";"1512000.0";"SERVIZI";"ORDINARI";"0";"85";"1865.96";"581"
"653414208F";"STATUS";"2018-01-23 00:00:00.000";"CAMPANIA";"1512000.0";"SERVIZI";"ORDINARI";"0";"85";"1865.96";"673"
"653414208F";"STATUS";"2018-05-02 00:00:00.000";"CAMPANIA";"1512000.0";"SERVIZI";"ORDINARI";"0";"85";"1865.96";"772"
"653414208F";"STATUS";"2018-07-18 00:00:00.000";"CAMPANIA";"1512000.0";"SERVIZI";"ORDINARI";"0";"85";"1865.96";"849"
"653414208F";"STATUS";"2018-10-16 00:00:00.000";"CAMPANIA";"1512000.0";"SERVIZI";"ORDINARI";"0";"85";"1865.96";"939"
"653414208F";"STATUS";"2019-01-30 00:00:00.000";"CAMPANIA";"1512000.0";"SERVIZI";"ORDINARI";"0";"85";"1865.96";"1045"
"653414208F";"STATUS";"2019-04-29 00:00:00.000";"CAMPANIA";"1512000.0";"SERVIZI";"ORDINARI";"0";"85";"1865.96";"1134"
"653414208F";"STATUS";"2019-07-26 00:00:00.000";"CAMPANIA";"1512000.0";"SERVIZI";"ORDINARI";"0";"85";"1865.96";"1222"
"653414208F";"STATUS";"2019-11-11 00:00:00.000";"CAMPANIA";"1512000.0";"SERVIZI";"ORDINARI";"0";"85";"1865.96";"1330"
"653414208F";"VARIANT";"2019-11-25 00:00:00.000";"CAMPANIA";"1512000.0";"SERVIZI";"ORDINARI";"0";"85";"1865.96";"1344"
"653414208F";"STATUS";"2020-01-16 00:00:00.000";"CAMPANIA";"1512000.0";"SERVIZI";"ORDINARI";"0";"85";"1865.96";"1396"
"653414208F";"STATUS";"2020-05-05 00:00:00.000";"CAMPANIA";"1512000.0";"SERVIZI";"ORDINARI";"0";"85";"1865.96";"1506"
"653414208F";"VARIANT";"2020-09-16 00:00:00.000";"CAMPANIA";"1512000.0";"SERVIZI";"ORDINARI";"0";"85";"1865.96";"1640"
"653414208F";"STATUS";"2020-10-27 00:00:00.000";"CAMPANIA";"1512000.0";"SERVIZI";"ORDINARI";"0";"85";"1865.96";"1681"
"653414208F";"STATUS";"2021-03-03 00:00:00.000";"CAMPANIA";"1512000.0";"SERVIZI";"ORDINARI";"0";"85";"1865.96";"1808"
"653414208F";"CONTRACT-END";"2021-04-30 00:00:00.000";"CAMPANIA";"1512000.0";"SERVIZI";"ORDINARI";"0";"85";"1865.96";"1866"
"653414208F";"STATUS";"2021-04-30 00:00:00.000";"CAMPANIA";"1512000.0";"SERVIZI";"ORDINARI";"0";"85";"1865.96";"1866"
"654440128D";"CREATION";"2016-01-08 00:00:00.000";"PIEMONTE";"138550.55";"SERVIZI";"ORDINARI";"0";"60";"258.96";"0"
"654440128D";"AWARD";"2016-02-10 00:00:00.000";"PIEMONTE";"138550.55";"SERVIZI";"ORDINARI";"0";"60";"258.96";"33"
"654440128D";"CONTRACT-START";"2016-04-19 00:00:00.000";"PIEMONTE";"138550.55";"SERVIZI";"ORDINARI";"0";"60";"258.96";"102"
"654440128D";"STATUS";"2016-04-19 00:00:00.000";"PIEMONTE";"138550.55";"SERVIZI";"ORDINARI";"0";"60";"258.96";"102"
"654440128D";"CONTRACT-END";"2016-07-29 00:00:00.000";"PIEMONTE";"138550.55";"SERVIZI";"ORDINARI";"0";"60";"258.96";"203"
"654440128D";"STATUS";"2016-07-29 00:00:00.000";"PIEMONTE";"138550.55";"SERVIZI";"ORDINARI";"0";"60";"258.96";"203"
"654440128D";"VARIANT";"2016-09-23 00:00:00.000";"PIEMONTE";"138550.55";"SERVIZI";"ORDINARI";"0";"60";"258.96";"259"
"6544660847";"CREATION";"2016-01-08 00:00:00.000";"VALLE DAOSTA";"85000.0";"SERVIZI";"ORDINARI";"0";"90";"579.96";"0"
"6544660847";"AWARD";"2016-03-18 00:00:00.000";"VALLE DAOSTA";"85000.0";"SERVIZI";"ORDINARI";"0";"90";"579.96";"70"
"6544660847";"CONTRACT-START";"2016-04-19 00:00:00.000";"VALLE DAOSTA";"85000.0";"SERVIZI";"ORDINARI";"0";"90";"579.96";"102"
"6544660847";"STATUS";"2016-04-30 00:00:00.000";"VALLE DAOSTA";"85000.0";"SERVIZI";"ORDINARI";"0";"90";"579.96";"113"
"6544660847";"STATUS";"2016-06-30 00:00:00.000";"VALLE DAOSTA";"85000.0";"SERVIZI";"ORDINARI";"0";"90";"579.96";"174"
"6544660847";"STATUS";"2016-10-31 00:00:00.000";"VALLE DAOSTA";"85000.0";"SERVIZI";"ORDINARI";"0";"90";"579.96";"297"
"6544660847";"VARIANT";"2016-12-23 00:00:00.000";"VALLE DAOSTA";"85000.0";"SERVIZI";"ORDINARI";"0";"90";"579.96";"350"
"6544660847";"STATUS";"2016-12-31 00:00:00.000";"VALLE DAOSTA";"85000.0";"SERVIZI";"ORDINARI";"0";"90";"579.96";"358"
"6544660847";"VARIANT";"2017-02-03 00:00:00.000";"VALLE DAOSTA";"85000.0";"SERVIZI";"ORDINARI";"0";"90";"579.96";"392"
"6544660847";"STATUS";"2017-02-28 00:00:00.000";"VALLE DAOSTA";"85000.0";"SERVIZI";"ORDINARI";"0";"90";"579.96";"417"
"6544660847";"VARIANT";"2017-04-26 00:00:00.000";"VALLE DAOSTA";"85000.0";"SERVIZI";"ORDINARI";"0";"90";"579.96";"474"
"6544660847";"STATUS";"2017-04-30 00:00:00.000";"VALLE DAOSTA";"85000.0";"SERVIZI";"ORDINARI";"0";"90";"579.96";"478"
"6544660847";"CONTRACT-END";"2017-06-30 00:00:00.000";"VALLE DAOSTA";"85000.0";"SERVIZI";"ORDINARI";"0";"90";"579.96";"539"
"6544660847";"STATUS";"2017-06-30 00:00:00.000";"VALLE DAOSTA";"85000.0";"SERVIZI";"ORDINARI";"0";"90";"579.96";"539"
"6544660847";"VARIANT";"2017-08-10 00:00:00.000";"VALLE DAOSTA";"85000.0";"SERVIZI";"ORDINARI";"0";"90";"579.96";"580"
"6550823626";"CREATION";"2016-01-15 00:00:00.000";"PROVINCIA AUTONOMA DI BOLZANO";"416930.0";"SERVIZI";"ORDINARI";"0";"18";"1385.0";"0"
"6550823626";"AWARD";"2016-05-03 00:00:00.000";"PROVINCIA AUTONOMA DI BOLZANO";"416930.0";"SERVIZI";"ORDINARI";"0";"18";"1385.0";"109"
"6550823626";"CONTRACT-START";"2016-08-01 00:00:00.000";"PROVINCIA AUTONOMA DI BOLZANO";"416930.0";"SERVIZI";"ORDINARI";"0";"18";"1385.0";"199"
"6550823626";"SUBCONTRACT";"2016-10-24 00:00:00.000";"PROVINCIA AUTONOMA DI BOLZANO";"416930.0";"SERVIZI";"ORDINARI";"0";"18";"1385.0";"283"
"6550823626";"VARIANT";"2019-06-14 00:00:00.000";"PROVINCIA AUTONOMA DI BOLZANO";"416930.0";"SERVIZI";"ORDINARI";"0";"18";"1385.0";"1246"
"6550823626";"CONTRACT-END";"2019-10-31 00:00:00.000";"PROVINCIA AUTONOMA DI BOLZANO";"416930.0";"SERVIZI";"ORDINARI";"0";"18";"1385.0";"1385"
"6551716713";"CREATION";"2016-03-18 00:00:00.000";"SICILIA";"80000.0";"SERVIZI";"ORDINARI";"0";"71";"124.96";"0"
"6551716713";"AWARD";"2016-03-25 00:00:00.000";"SICILIA";"80000.0";"SERVIZI";"ORDINARI";"0";"71";"124.96";"7"
"6551716713";"CONTRACT-START";"2016-03-25 00:00:00.000";"SICILIA";"80000.0";"SERVIZI";"ORDINARI";"0";"71";"124.96";"7"
"6551716713";"VARIANT";"2016-06-03 00:00:00.000";"SICILIA";"80000.0";"SERVIZI";"ORDINARI";"0";"71";"124.96";"77"
"6551716713";"CONTRACT-END";"2016-07-21 00:00:00.000";"SICILIA";"80000.0";"SERVIZI";"ORDINARI";"0";"71";"124.96";"125"
"655324767F";"CREATION";"2016-02-05 00:00:00.000";"TOSCANA";"201813.0";"SERVIZI";"ORDINARI";"0";"50";"937.96";"0"
"655324767F";"AWARD";"2016-05-27 00:00:00.000";"TOSCANA";"201813.0";"SERVIZI";"ORDINARI";"0";"50";"937.96";"112"
"655324767F";"CONTRACT-START";"2016-10-26 00:00:00.000";"TOSCANA";"201813.0";"SERVIZI";"ORDINARI";"0";"50";"937.96";"264"
"655324767F";"VARIANT";"2016-12-30 00:00:00.000";"TOSCANA";"201813.0";"SERVIZI";"ORDINARI";"0";"50";"937.96";"329"
"655324767F";"VARIANT";"2017-06-30 00:00:00.000";"TOSCANA";"201813.0";"SERVIZI";"ORDINARI";"0";"50";"937.96";"511"
"655324767F";"VARIANT";"2017-09-29 00:00:00.000";"TOSCANA";"201813.0";"SERVIZI";"ORDINARI";"0";"50";"937.96";"602"
