Case ID,Activity,Resource,Complete Timestamp,Variant,Variant index,amount,type
6647464CD1,VARIANT,PIEMONTE,2016-07-25 00:00:00.000,Variant 1,1,138933.33,SERVIZI
6647464CD1,CONTRACT-END,PIEMONTE,2016-10-31 00:00:00.000,Variant 1,1,138933.33,SERVIZI
6647667459,CREATION,CENTRALE,2016-04-07 00:00:00.000,Variant 2,2,868050.0,SERVIZI
6647667459,AWARD,CENTRALE,2016-09-07 00:00:00.000,Variant 2,2,868050.0,SERVIZI
6647667459,CONTRACT-START,CENTRALE,2016-10-28 00:00:00.000,Variant 2,2,868050.0,SERVIZI
6647667459,VARIANT,CENTRALE,2017-06-27 00:00:00.000,Variant 2,2,868050.0,SERVIZI
6647667459,VARIANT,CENTRALE,2019-10-30 00:00:00.000,Variant 2,2,868050.0,SERVIZI
6647667459,CONTRACT-END,CENTRALE,2019-11-30 00:00:00.000,Variant 2,2,868050.0,SERVIZI
6647690753,CREATION,CENTRALE,2016-04-07 00:00:00.000,Variant 1,1,3201919.65,SERVIZI
6647690753,AWARD,CENTRALE,2016-09-07 00:00:00.000,Variant 1,1,3201919.65,SERVIZI
6647690753,CONTRACT-START,CENTRALE,2016-10-28 00:00:00.000,Variant 1,1,3201919.65,SERVIZI
6647690753,VARIANT,CENTRALE,2017-06-27 00:00:00.000,Variant 1,1,3201919.65,SERVIZI
6647690753,CONTRACT-END,CENTRALE,2019-10-31 00:00:00.000,Variant 1,1,3201919.65,SERVIZI
6647699EBE,CREATION,CENTRALE,2016-04-07 00:00:00.000,Variant 1,1,1650000.0,SERVIZI
6647699EBE,AWARD,CENTRALE,2016-09-07 00:00:00.000,Variant 1,1,1650000.0,SERVIZI
6647699EBE,CONTRACT-START,CENTRALE,2016-10-28 00:00:00.000,Variant 1,1,1650000.0,SERVIZI
6647699EBE,VARIANT,CENTRALE,2019-10-30 00:00:00.000,Variant 1,1,1650000.0,SERVIZI
6647699EBE,CONTRACT-END,CENTRALE,2019-11-30 00:00:00.000,Variant 1,1,1650000.0,SERVIZI
664770320F,CREATION,CENTRALE,2016-04-07 00:00:00.000,Variant 2,2,181459.53,SERVIZI
664770320F,AWARD,CENTRALE,2016-07-20 00:00:00.000,Variant 2,2,181459.53,SERVIZI
664770320F,CONTRACT-START,CENTRALE,2016-10-28 00:00:00.000,Variant 2,2,181459.53,SERVIZI
664770320F,VARIANT,CENTRALE,2017-06-27 00:00:00.000,Variant 2,2,181459.53,SERVIZI
664770320F,VARIANT,CENTRALE,2019-10-30 00:00:00.000,Variant 2,2,181459.53,SERVIZI
664770320F,CONTRACT-END,CENTRALE,2019-11-30 00:00:00.000,Variant 2,2,181459.53,SERVIZI
66477107D4,CREATION,CENTRALE,2016-04-07 00:00:00.000,Variant 27,27,3911811.36,SERVIZI
66477107D4,AWARD,CENTRALE,2016-07-20 00:00:00.000,Variant 27,27,3911811.36,SERVIZI
66477107D4,VARIANT,CENTRALE,2017-06-27 00:00:00.000,Variant 27,27,3911811.36,SERVIZI
66477107D4,CONTRACT-START,CENTRALE,2019-10-28 00:00:00.000,Variant 27,27,3911811.36,SERVIZI
66477107D4,VARIANT,CENTRALE,2019-10-30 00:00:00.000,Variant 27,27,3911811.36,SERVIZI
66477107D4,CONTRACT-END,CENTRALE,2019-11-30 00:00:00.000,Variant 27,27,3911811.36,SERVIZI
66477210EA,CREATION,CENTRALE,2016-04-07 00:00:00.000,Variant 1,1,705000.0,SERVIZI
66477210EA,AWARD,CENTRALE,2016-09-07 00:00:00.000,Variant 1,1,705000.0,SERVIZI
66477210EA,CONTRACT-START,CENTRALE,2016-10-28 00:00:00.000,Variant 1,1,705000.0,SERVIZI
66477210EA,VARIANT,CENTRALE,2017-06-06 00:00:00.000,Variant 1,1,705000.0,SERVIZI
66477210EA,CONTRACT-END,CENTRALE,2019-10-31 00:00:00.000,Variant 1,1,705000.0,SERVIZI
6647729782,CREATION,CENTRALE,2016-04-07 00:00:00.000,Variant 1,1,662700.0,SERVIZI
6647729782,AWARD,CENTRALE,2016-10-28 00:00:00.000,Variant 1,1,662700.0,SERVIZI
6647729782,CONTRACT-START,CENTRALE,2016-10-28 00:00:00.000,Variant 1,1,662700.0,SERVIZI
6647729782,VARIANT,CENTRALE,2017-06-27 00:00:00.000,Variant 1,1,662700.0,SERVIZI
6647729782,CONTRACT-END,CENTRALE,2019-10-31 00:00:00.000,Variant 1,1,662700.0,SERVIZI
6647738EED,CREATION,CENTRALE,2016-04-07 00:00:00.000,Variant 1,1,312000.0,SERVIZI
6647738EED,AWARD,CENTRALE,2016-07-20 00:00:00.000,Variant 1,1,312000.0,SERVIZI
6647738EED,CONTRACT-START,CENTRALE,2016-10-21 00:00:00.000,Variant 1,1,312000.0,SERVIZI
6647738EED,VARIANT,CENTRALE,2017-06-27 00:00:00.000,Variant 1,1,312000.0,SERVIZI
6647738EED,CONTRACT-END,CENTRALE,2018-10-31 00:00:00.000,Variant 1,1,312000.0,SERVIZI
6647748730,CREATION,CENTRALE,2016-04-07 00:00:00.000,Variant 1,1,240000.0,SERVIZI
6647748730,AWARD,CENTRALE,2016-09-07 00:00:00.000,Variant 1,1,240000.0,SERVIZI
6647748730,CONTRACT-START,CENTRALE,2016-10-31 00:00:00.000,Variant 1,1,240000.0,SERVIZI
6647748730,VARIANT,CENTRALE,2017-08-08 00:00:00.000,Variant 1,1,240000.0,SERVIZI
6647748730,CONTRACT-END,CENTRALE,2019-10-31 00:00:00.000,Variant 1,1,240000.0,SERVIZI
6647756DC8,CREATION,CENTRALE,2016-04-07 00:00:00.000,Variant 1,1,873250.81,SERVIZI
6647756DC8,AWARD,CENTRALE,2016-07-20 00:00:00.000,Variant 1,1,873250.81,SERVIZI
6647756DC8,CONTRACT-START,CENTRALE,2016-10-28 00:00:00.000,Variant 1,1,873250.81,SERVIZI
6647756DC8,VARIANT,CENTRALE,2017-06-27 00:00:00.000,Variant 1,1,873250.81,SERVIZI
6647756DC8,CONTRACT-END,CENTRALE,2019-10-31 00:00:00.000,Variant 1,1,873250.81,SERVIZI
6647850B5B,CREATION,CENTRALE,2016-04-06 00:00:00.000,Variant 162,162,897138.0,SERVIZI
6647850B5B,SUSPENSION,CENTRALE,2016-04-09 00:00:00.000,Variant 162,162,897138.0,SERVIZI
6647850B5B,AWARD,CENTRALE,2016-05-24 00:00:00.000,Variant 162,162,897138.0,SERVIZI
6647850B5B,REPRISE,CENTRALE,2016-06-15 00:00:00.000,Variant 162,162,897138.0,SERVIZI
6647850B5B,CONTRACT-START,CENTRALE,2016-08-03 00:00:00.000,Variant 162,162,897138.0,SERVIZI
6647850B5B,STATUS,CENTRALE,2016-09-30 00:00:00.000,Variant 162,162,897138.0,SERVIZI
6647850B5B,STATUS,CENTRALE,2017-01-31 00:00:00.000,Variant 162,162,897138.0,SERVIZI
6647850B5B,STATUS,CENTRALE,2017-09-13 00:00:00.000,Variant 162,162,897138.0,SERVIZI
6647850B5B,STATUS,CENTRALE,2017-12-31 00:00:00.000,Variant 162,162,897138.0,SERVIZI
6647850B5B,STATUS,CENTRALE,2018-04-05 00:00:00.000,Variant 162,162,897138.0,SERVIZI
6647850B5B,STATUS,CENTRALE,2018-07-10 00:00:00.000,Variant 162,162,897138.0,SERVIZI
6647850B5B,VARIANT,CENTRALE,2018-10-10 00:00:00.000,Variant 162,162,897138.0,SERVIZI
6647850B5B,STATUS,CENTRALE,2018-10-19 00:00:00.000,Variant 162,162,897138.0,SERVIZI
6647850B5B,SUSPENSION,CENTRALE,2019-03-01 00:00:00.000,Variant 162,162,897138.0,SERVIZI
6647850B5B,STATUS,CENTRALE,2019-03-28 00:00:00.000,Variant 162,162,897138.0,SERVIZI
6647850B5B,REPRISE,CENTRALE,2019-05-20 00:00:00.000,Variant 162,162,897138.0,SERVIZI
6647850B5B,CONTRACT-END,CENTRALE,2019-09-03 00:00:00.000,Variant 162,162,897138.0,SERVIZI
6647988D3C,CREATION,TOSCANA,2016-04-08 00:00:00.000,Variant 1,1,140000.0,SERVIZI
6647988D3C,AWARD,TOSCANA,2016-10-04 00:00:00.000,Variant 1,1,140000.0,SERVIZI
6647988D3C,CONTRACT-START,TOSCANA,2016-12-21 00:00:00.000,Variant 1,1,140000.0,SERVIZI
6647988D3C,VARIANT,TOSCANA,2018-04-27 00:00:00.000,Variant 1,1,140000.0,SERVIZI
6647988D3C,CONTRACT-END,TOSCANA,2019-11-30 00:00:00.000,Variant 1,1,140000.0,SERVIZI
6648258C0C,CREATION,TOSCANA,2016-04-14 00:00:00.000,Variant 1,1,349700.0,SERVIZI
6648258C0C,AWARD,TOSCANA,2016-04-14 00:00:00.000,Variant 1,1,349700.0,SERVIZI
6648258C0C,CONTRACT-START,TOSCANA,2016-04-14 00:00:00.000,Variant 1,1,349700.0,SERVIZI
6648258C0C,VARIANT,TOSCANA,2017-09-13 00:00:00.000,Variant 1,1,349700.0,SERVIZI
6648258C0C,CONTRACT-END,TOSCANA,2018-03-23 00:00:00.000,Variant 1,1,349700.0,SERVIZI
664827279B,CREATION,PA TRENTO,2016-03-10 00:00:00.000,Variant 163,163,45600.0,SERVIZI
664827279B,AWARD,PA TRENTO,2016-06-16 00:00:00.000,Variant 163,163,45600.0,SERVIZI
664827279B,CONTRACT-START,PA TRENTO,2016-08-22 00:00:00.000,Variant 163,163,45600.0,SERVIZI
664827279B,STATUS,PA TRENTO,2016-12-22 00:00:00.000,Variant 163,163,45600.0,SERVIZI
664827279B,STATUS,PA TRENTO,2017-03-09 00:00:00.000,Variant 163,163,45600.0,SERVIZI
664827279B,STATUS,PA TRENTO,2017-05-12 00:00:00.000,Variant 163,163,45600.0,SERVIZI
664827279B,STATUS,PA TRENTO,2017-09-12 00:00:00.000,Variant 163,163,45600.0,SERVIZI
664827279B,STATUS,PA TRENTO,2017-11-13 00:00:00.000,Variant 163,163,45600.0,SERVIZI
664827279B,STATUS,PA TRENTO,2018-01-12 00:00:00.000,Variant 163,163,45600.0,SERVIZI
664827279B,STATUS,PA TRENTO,2018-03-12 00:00:00.000,Variant 163,163,45600.0,SERVIZI
664827279B,STATUS,PA TRENTO,2018-05-14 00:00:00.000,Variant 163,163,45600.0,SERVIZI
664827279B,STATUS,PA TRENTO,2018-07-13 00:00:00.000,Variant 163,163,45600.0,SERVIZI
664827279B,STATUS,PA TRENTO,2018-10-11 00:00:00.000,Variant 163,163,45600.0,SERVIZI
664827279B,VARIANT,PA TRENTO,2019-07-05 00:00:00.000,Variant 163,163,45600.0,SERVIZI
664827279B,CONTRACT-END,PA TRENTO,2019-12-02 00:00:00.000,Variant 163,163,45600.0,SERVIZI
6648373AF3,CREATION,PA BOLZANO,2016-05-25 00:00:00.000,Variant 88,88,117315.0,SERVIZI
6648373AF3,AWARD,PA BOLZANO,2017-10-05 00:00:00.000,Variant 88,88,117315.0,SERVIZI
6648373AF3,CONTRACT-START,PA BOLZANO,2017-10-18 00:00:00.000,Variant 88,88,117315.0,SERVIZI
6648373AF3,VARIANT,PA BOLZANO,2017-11-07 00:00:00.000,Variant 88,88,117315.0,SERVIZI
6648373AF3,STATUS,PA BOLZANO,2018-05-23 00:00:00.000,Variant 88,88,117315.0,SERVIZI
6648373AF3,CONTRACT-END,PA BOLZANO,2018-12-31 00:00:00.000,Variant 88,88,117315.0,SERVIZI
6648373AF3,STATUS,PA BOLZANO,2018-12-31 00:00:00.000,Variant 88,88,117315.0,SERVIZI
6648373AF3,STATUS,PA BOLZANO,2019-02-07 00:00:00.000,Variant 88,88,117315.0,SERVIZI
6649464F44,CREATION,CENTRALE,2016-04-05 00:00:00.000,Variant 1,1,59000.0,SERVIZI
6649464F44,AWARD,CENTRALE,2016-04-29 00:00:00.000,Variant 1,1,59000.0,SERVIZI
6649464F44,CONTRACT-START,CENTRALE,2016-05-04 00:00:00.000,Variant 1,1,59000.0,SERVIZI
6649464F44,VARIANT,CENTRALE,2017-05-25 00:00:00.000,Variant 1,1,59000.0,SERVIZI
6649464F44,CONTRACT-END,CENTRALE,2017-06-26 00:00:00.000,Variant 1,1,59000.0,SERVIZI
66497993BB,CREATION,PA TRENTO,2016-04-12 00:00:00.000,Variant 71,71,185000.0,SERVIZI
66497993BB,AWARD,PA TRENTO,2016-04-20 00:00:00.000,Variant 71,71,185000.0,SERVIZI
66497993BB,VARIANT,PA TRENTO,2016-06-16 00:00:00.000,Variant 71,71,185000.0,SERVIZI
66497993BB,CONTRACT-START,PA TRENTO,2016-09-13 00:00:00.000,Variant 71,71,185000.0,SERVIZI
66497993BB,CONTRACT-END,PA TRENTO,2016-12-11 00:00:00.000,Variant 71,71,185000.0,SERVIZI
66497993BB,STATUS,PA TRENTO,2016-12-11 00:00:00.000,Variant 71,71,185000.0,SERVIZI
66499418E8,CREATION,CENTRALE,2016-04-16 00:00:00.000,Variant 164,164,1569600.0,SERVIZI
66499418E8,AWARD,CENTRALE,2016-07-26 00:00:00.000,Variant 164,164,1569600.0,SERVIZI
66499418E8,CONTRACT-START,CENTRALE,2016-10-17 00:00:00.000,Variant 164,164,1569600.0,SERVIZI
66499418E8,STATUS,CENTRALE,2017-06-30 00:00:00.000,Variant 164,164,1569600.0,SERVIZI
66499418E8,STATUS,CENTRALE,2017-12-31 00:00:00.000,Variant 164,164,1569600.0,SERVIZI
66499418E8,STATUS,CENTRALE,2018-06-30 00:00:00.000,Variant 164,164,1569600.0,SERVIZI
66499418E8,STATUS,CENTRALE,2018-12-31 00:00:00.000,Variant 164,164,1569600.0,SERVIZI
66499418E8,STATUS,CENTRALE,2019-06-30 00:00:00.000,Variant 164,164,1569600.0,SERVIZI
66499418E8,STATUS,CENTRALE,2019-12-31 00:00:00.000,Variant 164,164,1569600.0,SERVIZI
66499418E8,VARIANT,CENTRALE,2020-04-03 00:00:00.000,Variant 164,164,1569600.0,SERVIZI
66499418E8,VARIANT,CENTRALE,2020-06-19 00:00:00.000,Variant 164,164,1569600.0,SERVIZI
66499418E8,STATUS,CENTRALE,2020-06-30 00:00:00.000,Variant 164,164,1569600.0,SERVIZI
66499418E8,CONTRACT-END,CENTRALE,2020-08-31 00:00:00.000,Variant 164,164,1569600.0,SERVIZI
665007577D,CREATION,CENTRALE,2016-04-11 00:00:00.000,Variant 1,1,183750.0,SERVIZI
665007577D,AWARD,CENTRALE,2016-06-21 00:00:00.000,Variant 1,1,183750.0,SERVIZI
665007577D,CONTRACT-START,CENTRALE,2016-07-15 00:00:00.000,Variant 1,1,183750.0,SERVIZI
665007577D,VARIANT,CENTRALE,2019-02-19 00:00:00.000,Variant 1,1,183750.0,SERVIZI
665007577D,CONTRACT-END,CENTRALE,2019-07-14 00:00:00.000,Variant 1,1,183750.0,SERVIZI
665058083A,CREATION,PA TRENTO,2016-04-20 00:00:00.000,Variant 74,74,1648384.0,SERVIZI
665058083A,PUBLICATION-EU,PA TRENTO,2016-04-20 00:00:00.000,Variant 74,74,1648384.0,SERVIZI
665058083A,PUBLICATION-IT,PA TRENTO,2016-05-06 00:00:00.000,Variant 74,74,1648384.0,SERVIZI
665058083A,AWARD,PA TRENTO,2016-11-15 00:00:00.000,Variant 74,74,1648384.0,SERVIZI
665058083A,CONTRACT-START,PA TRENTO,2017-04-20 00:00:00.000,Variant 74,74,1648384.0,SERVIZI
665058083A,STATUS,PA TRENTO,2017-11-28 00:00:00.000,Variant 74,74,1648384.0,SERVIZI
665058083A,STATUS,PA TRENTO,2018-03-23 00:00:00.000,Variant 74,74,1648384.0,SERVIZI
665058083A,STATUS,PA TRENTO,2018-06-27 00:00:00.000,Variant 74,74,1648384.0,SERVIZI
665058083A,VARIANT,PA TRENTO,2018-08-10 00:00:00.000,Variant 74,74,1648384.0,SERVIZI
665058083A,STATUS,PA TRENTO,2018-09-03 00:00:00.000,Variant 74,74,1648384.0,SERVIZI
665058083A,STATUS,PA TRENTO,2019-03-27 00:00:00.000,Variant 74,74,1648384.0,SERVIZI
665058083A,STATUS,PA TRENTO,2019-05-08 00:00:00.000,Variant 74,74,1648384.0,SERVIZI
665058083A,STATUS,PA TRENTO,2019-07-24 00:00:00.000,Variant 74,74,1648384.0,SERVIZI
665058083A,STATUS,PA TRENTO,2020-03-12 00:00:00.000,Variant 74,74,1648384.0,SERVIZI
665058083A,STATUS,PA TRENTO,2020-07-01 00:00:00.000,Variant 74,74,1648384.0,SERVIZI
665058083A,CONTRACT-END,PA TRENTO,2020-12-31 00:00:00.000,Variant 74,74,1648384.0,SERVIZI
665058083A,STATUS,PA TRENTO,2021-03-25 00:00:00.000,Variant 74,74,1648384.0,SERVIZI
6650589FA5,CREATION,PA TRENTO,2016-04-20 00:00:00.000,Variant 74,74,1798220.0,SERVIZI
6650589FA5,PUBLICATION-EU,PA TRENTO,2016-04-20 00:00:00.000,Variant 74,74,1798220.0,SERVIZI
6650589FA5,PUBLICATION-IT,PA TRENTO,2016-05-06 00:00:00.000,Variant 74,74,1798220.0,SERVIZI
6650589FA5,AWARD,PA TRENTO,2016-11-15 00:00:00.000,Variant 74,74,1798220.0,SERVIZI
6650589FA5,CONTRACT-START,PA TRENTO,2017-04-20 00:00:00.000,Variant 74,74,1798220.0,SERVIZI
6650589FA5,STATUS,PA TRENTO,2017-11-28 00:00:00.000,Variant 74,74,1798220.0,SERVIZI
6650589FA5,STATUS,PA TRENTO,2018-03-23 00:00:00.000,Variant 74,74,1798220.0,SERVIZI
6650589FA5,STATUS,PA TRENTO,2018-06-27 00:00:00.000,Variant 74,74,1798220.0,SERVIZI
6650589FA5,VARIANT,PA TRENTO,2018-08-10 00:00:00.000,Variant 74,74,1798220.0,SERVIZI
6650589FA5,STATUS,PA TRENTO,2018-09-03 00:00:00.000,Variant 74,74,1798220.0,SERVIZI
6650589FA5,STATUS,PA TRENTO,2019-03-27 00:00:00.000,Variant 74,74,1798220.0,SERVIZI
6650589FA5,STATUS,PA TRENTO,2019-05-08 00:00:00.000,Variant 74,74,1798220.0,SERVIZI
6650589FA5,STATUS,PA TRENTO,2019-07-24 00:00:00.000,Variant 74,74,1798220.0,SERVIZI
6650589FA5,STATUS,PA TRENTO,2020-03-12 00:00:00.000,Variant 74,74,1798220.0,SERVIZI
6650589FA5,STATUS,PA TRENTO,2020-07-01 00:00:00.000,Variant 74,74,1798220.0,SERVIZI
6650589FA5,CONTRACT-END,PA TRENTO,2020-12-31 00:00:00.000,Variant 74,74,1798220.0,SERVIZI
6650589FA5,STATUS,PA TRENTO,2021-03-25 00:00:00.000,Variant 74,74,1798220.0,SERVIZI
6650592223,CREATION,PA TRENTO,2016-04-20 00:00:00.000,Variant 74,74,2341540.0,SERVIZI
6650592223,PUBLICATION-EU,PA TRENTO,2016-04-20 00:00:00.000,Variant 74,74,2341540.0,SERVIZI
6650592223,PUBLICATION-IT,PA TRENTO,2016-05-06 00:00:00.000,Variant 74,74,2341540.0,SERVIZI
6650592223,AWARD,PA TRENTO,2016-11-15 00:00:00.000,Variant 74,74,2341540.0,SERVIZI
6650592223,CONTRACT-START,PA TRENTO,2017-04-20 00:00:00.000,Variant 74,74,2341540.0,SERVIZI
6650592223,STATUS,PA TRENTO,2017-11-28 00:00:00.000,Variant 74,74,2341540.0,SERVIZI
6650592223,STATUS,PA TRENTO,2018-03-23 00:00:00.000,Variant 74,74,2341540.0,SERVIZI
6650592223,STATUS,PA TRENTO,2018-06-27 00:00:00.000,Variant 74,74,2341540.0,SERVIZI
6650592223,VARIANT,PA TRENTO,2018-08-10 00:00:00.000,Variant 74,74,2341540.0,SERVIZI
6650592223,STATUS,PA TRENTO,2018-09-03 00:00:00.000,Variant 74,74,2341540.0,SERVIZI
6650592223,STATUS,PA TRENTO,2019-03-27 00:00:00.000,Variant 74,74,2341540.0,SERVIZI
6650592223,STATUS,PA TRENTO,2019-05-08 00:00:00.000,Variant 74,74,2341540.0,SERVIZI
6650592223,STATUS,PA TRENTO,2019-07-24 00:00:00.000,Variant 74,74,2341540.0,SERVIZI
6650592223,STATUS,PA TRENTO,2020-03-12 00:00:00.000,Variant 74,74,2341540.0,SERVIZI
6650592223,STATUS,PA TRENTO,2020-07-01 00:00:00.000,Variant 74,74,2341540.0,SERVIZI
6650592223,CONTRACT-END,PA TRENTO,2020-12-31 00:00:00.000,Variant 74,74,2341540.0,SERVIZI
6650592223,STATUS,PA TRENTO,2021-03-25 00:00:00.000,Variant 74,74,2341540.0,SERVIZI
6654405CB6,CREATION,LOMBARDIA,2016-04-14 00:00:00.000,Variant 17,17,43000.0,SERVIZI
6654405CB6,AWARD,LOMBARDIA,2016-06-15 00:00:00.000,Variant 17,17,43000.0,SERVIZI
6654405CB6,CONTRACT-START,LOMBARDIA,2016-06-16 00:00:00.000,Variant 17,17,43000.0,SERVIZI
6654405CB6,STATUS,LOMBARDIA,2016-09-27 00:00:00.000,Variant 17,17,43000.0,SERVIZI
6654405CB6,VARIANT,LOMBARDIA,2016-11-07 00:00:00.000,Variant 17,17,43000.0,SERVIZI
6654405CB6,STATUS,LOMBARDIA,2016-12-19 00:00:00.000,Variant 17,17,43000.0,SERVIZI
6654405CB6,CONTRACT-END,LOMBARDIA,2017-02-28 00:00:00.000,Variant 17,17,43000.0,SERVIZI
6654405CB6,STATUS,LOMBARDIA,2017-05-11 00:00:00.000,Variant 17,17,43000.0,SERVIZI
665504902C,CREATION,UMBRIA,2016-01-01 00:00:00.000,Variant 165,165,640000.0,SERVIZI
665504902C,AWARD,UMBRIA,2016-01-01 00:00:00.000,Variant 165,165,640000.0,SERVIZI
665504902C,CONTRACT-START,UMBRIA,2016-01-01 00:00:00.000,Variant 165,165,640000.0,SERVIZI
665504902C,STATUS,UMBRIA,2016-01-31 00:00:00.000,Variant 165,165,640000.0,SERVIZI
665504902C,STATUS,UMBRIA,2016-02-28 00:00:00.000,Variant 165,165,640000.0,SERVIZI
665504902C,STATUS,UMBRIA,2016-03-30 00:00:00.000,Variant 165,165,640000.0,SERVIZI
665504902C,STATUS,UMBRIA,2016-03-31 00:00:00.000,Variant 165,165,640000.0,SERVIZI
665504902C,STATUS,UMBRIA,2016-05-30 00:00:00.000,Variant 165,165,640000.0,SERVIZI
665504902C,CONTRACT-END,UMBRIA,2016-06-30 00:00:00.000,Variant 165,165,640000.0,SERVIZI
665504902C,STATUS,UMBRIA,2016-06-30 00:00:00.000,Variant 165,165,640000.0,SERVIZI
665504902C,VARIANT,UMBRIA,2016-07-05 00:00:00.000,Variant 165,165,640000.0,SERVIZI
66558060DE,CREATION,TOSCANA,2016-04-15 00:00:00.000,Variant 104,104,936780.0,SERVIZI
66558060DE,AWARD,TOSCANA,2016-12-22 00:00:00.000,Variant 104,104,936780.0,SERVIZI
66558060DE,CONTRACT-START,TOSCANA,2017-03-16 00:00:00.000,Variant 104,104,936780.0,SERVIZI
66558060DE,STATUS,TOSCANA,2018-01-12 00:00:00.000,Variant 104,104,936780.0,SERVIZI
66558060DE,STATUS,TOSCANA,2018-06-15 00:00:00.000,Variant 104,104,936780.0,SERVIZI
66558060DE,STATUS,TOSCANA,2018-07-03 00:00:00.000,Variant 104,104,936780.0,SERVIZI
66558060DE,VARIANT,TOSCANA,2018-07-17 00:00:00.000,Variant 104,104,936780.0,SERVIZI
66558060DE,CONTRACT-END,TOSCANA,2018-08-12 00:00:00.000,Variant 104,104,936780.0,SERVIZI
66558060DE,STATUS,TOSCANA,2018-08-24 00:00:00.000,Variant 104,104,936780.0,SERVIZI
66558060DE,STATUS,TOSCANA,2018-10-11 00:00:00.000,Variant 104,104,936780.0,SERVIZI
66568183FE,CREATION,CENTRALE,2016-04-12 00:00:00.000,Variant 1,1,138693.0,SERVIZI
66568183FE,AWARD,CENTRALE,2016-05-12 00:00:00.000,Variant 1,1,138693.0,SERVIZI
66568183FE,CONTRACT-START,CENTRALE,2016-05-12 00:00:00.000,Variant 1,1,138693.0,SERVIZI
66568183FE,VARIANT,CENTRALE,2016-08-09 00:00:00.000,Variant 1,1,138693.0,SERVIZI
66568183FE,CONTRACT-END,CENTRALE,2016-12-30 00:00:00.000,Variant 1,1,138693.0,SERVIZI
6657727220,CREATION,CAMPANIA,2016-07-22 00:00:00.000,Variant 3,3,61628.25,SERVIZI
6657727220,AWARD,CAMPANIA,2016-10-04 00:00:00.000,Variant 3,3,61628.25,SERVIZI
6657727220,CONTRACT-START,CAMPANIA,2016-11-22 00:00:00.000,Variant 3,3,61628.25,SERVIZI
6657727220,CONTRACT-END,CAMPANIA,2017-10-04 00:00:00.000,Variant 3,3,61628.25,SERVIZI
6657727220,VARIANT,CAMPANIA,2017-10-04 00:00:00.000,Variant 3,3,61628.25,SERVIZI
6659038BFC,CREATION,PA BOLZANO,2016-04-12 00:00:00.000,Variant 1,1,247990.7,SERVIZI
6659038BFC,AWARD,PA BOLZANO,2016-05-09 00:00:00.000,Variant 1,1,247990.7,SERVIZI
6659038BFC,CONTRACT-START,PA BOLZANO,2016-07-08 00:00:00.000,Variant 1,1,247990.7,SERVIZI
6659038BFC,VARIANT,PA BOLZANO,2019-10-15 00:00:00.000,Variant 1,1,247990.7,SERVIZI
6659038BFC,CONTRACT-END,PA BOLZANO,2019-11-29 00:00:00.000,Variant 1,1,247990.7,SERVIZI
6659411FCA,CREATION,CENTRALE,2016-04-15 00:00:00.000,Variant 1,1,500000.0,SERVIZI
6659411FCA,AWARD,CENTRALE,2016-06-30 00:00:00.000,Variant 1,1,500000.0,SERVIZI
6659411FCA,CONTRACT-START,CENTRALE,2016-08-05 00:00:00.000,Variant 1,1,500000.0,SERVIZI
6659411FCA,VARIANT,CENTRALE,2017-07-10 00:00:00.000,Variant 1,1,500000.0,SERVIZI
6659411FCA,CONTRACT-END,CENTRALE,2017-09-30 00:00:00.000,Variant 1,1,500000.0,SERVIZI
6659717C50,CREATION,TOSCANA,2016-04-16 00:00:00.000,Variant 39,39,84836065.72,SERVIZI
6659717C50,AWARD,TOSCANA,2016-11-28 00:00:00.000,Variant 39,39,84836065.72,SERVIZI
6659717C50,CONTRACT-START,TOSCANA,2016-12-29 00:00:00.000,Variant 39,39,84836065.72,SERVIZI
6659717C50,STATUS,TOSCANA,2017-06-30 00:00:00.000,Variant 39,39,84836065.72,SERVIZI
6659717C50,STATUS,TOSCANA,2017-12-31 00:00:00.000,Variant 39,39,84836065.72,SERVIZI
6659717C50,VARIANT,TOSCANA,2018-06-12 00:00:00.000,Variant 39,39,84836065.72,SERVIZI
6659717C50,STATUS,TOSCANA,2018-06-30 00:00:00.000,Variant 39,39,84836065.72,SERVIZI
6659717C50,CONTRACT-END,TOSCANA,2018-12-21 00:00:00.000,Variant 39,39,84836065.72,SERVIZI
6659717C50,STATUS,TOSCANA,2018-12-31 00:00:00.000,Variant 39,39,84836065.72,SERVIZI
6659993017,CREATION,CENTRALE,2016-04-15 00:00:00.000,Variant 1,1,294000.0,SERVIZI
6659993017,AWARD,CENTRALE,2016-11-02 00:00:00.000,Variant 1,1,294000.0,SERVIZI
6659993017,CONTRACT-START,CENTRALE,2016-12-22 00:00:00.000,Variant 1,1,294000.0,SERVIZI
6659993017,VARIANT,CENTRALE,2017-08-28 00:00:00.000,Variant 1,1,294000.0,SERVIZI
6659993017,CONTRACT-END,CENTRALE,2019-12-31 00:00:00.000,Variant 1,1,294000.0,SERVIZI
6660071075,CREATION,UMBRIA,2016-04-16 00:00:00.000,Variant 1,1,2471450.0,SERVIZI
6660071075,AWARD,UMBRIA,2016-12-15 00:00:00.000,Variant 1,1,2471450.0,SERVIZI
6660071075,CONTRACT-START,UMBRIA,2018-02-27 00:00:00.000,Variant 1,1,2471450.0,SERVIZI
6660071075,VARIANT,UMBRIA,2018-10-16 00:00:00.000,Variant 1,1,2471450.0,SERVIZI
6660071075,CONTRACT-END,UMBRIA,2022-12-31 00:00:00.000,Variant 1,1,2471450.0,SERVIZI
