"case_id";"event_name";"event_timestamp";"tender_region";"tender_amount";"tender_type";"sector";"framework";"cpv";"duration_dd";"duration_partial_dd";"concept:name";"time:timestamp";"@@index";"@@case_index";"case:concept:name"
"6578985E28";"CREATION";"2016-03-26 00:00:00+00:00";"EMILIA ROMAGNA";"2074644.12";"SERVIZI";"ORDINARI";"0";"90";"845.96";"0";"CREATION";"2016-03-26 00:00:00+00:00";"294";"42";"6578985E28"
"6579185337";"CREATION";"2016-02-03 00:00:00+00:00";"EMILIA ROMAGNA";"199900.0";"SERVIZI";"ORDINARI";"0";"90";"631.96";"0";"CREATION";"2016-02-03 00:00:00+00:00";"304";"43";"6579185337"
"6579239FC3";"CREATION";"2016-02-03 00:00:00+00:00";"EMILIA ROMAGNA";"94000.0";"SERVIZI";"ORDINARI";"0";"77";"631.96";"0";"CREATION";"2016-02-03 00:00:00+00:00";"310";"44";"6579239FC3"
"6579281270";"CREATION";"2016-01-27 00:00:00+00:00";"VENETO";"94704.66";"SERVIZI";"ORDINARI";"0";"77";"1176.96";"0";"CREATION";"2016-01-27 00:00:00+00:00";"317";"45";"6579281270"
"65814120FF";"CREATION";"2016-02-04 00:00:00+00:00";"FRIULI VENEZIA GIULIA";"169625.0";"SERVIZI";"ORDINARI";"0";"79";"496.96";"0";"CREATION";"2016-02-04 00:00:00+00:00";"322";"46";"65814120FF"
"6582038595";"CREATION";"2016-02-15 00:00:00+00:00";"PROVINCIA AUTONOMA DI TRENTO";"156878.34";"SERVIZI";"ORDINARI";"0";"71";"1269.96";"0";"CREATION";"2016-02-15 00:00:00+00:00";"327";"47";"6582038595"
"658320589E";"CREATION";"2016-02-09 00:00:00+00:00";"SICILIA";"170000.0";"SERVIZI";"ORDINARI";"0";"45";"976.96";"0";"CREATION";"2016-02-09 00:00:00+00:00";"333";"48";"658320589E"
"6583791C32";"CREATION";"2016-02-12 00:00:00+00:00";"VALLE DAOSTA";"200000.0";"SERVIZI";"ORDINARI";"0";"90";"1723.0";"0";"CREATION";"2016-02-12 00:00:00+00:00";"341";"49";"6583791C32"
"65839038A0";"CREATION";"2016-02-09 00:00:00+00:00";"SARDEGNA";"206000.0";"SERVIZI";"ORDINARI";"0";"79";"793.96";"0";"CREATION";"2016-02-09 00:00:00+00:00";"347";"50";"65839038A0"
"6585049A55";"CREATION";"2016-02-12 00:00:00+00:00";"CENTRALE";"120000.0";"SERVIZI";"ORDINARI";"0";"79";"583.96";"0";"CREATION";"2016-02-12 00:00:00+00:00";"352";"51";"6585049A55"
"6585302B1D";"CREATION";"2016-03-10 00:00:00+00:00";"FRIULI VENEZIA GIULIA";"45086.29";"SERVIZI";"ORDINARI";"0";"71";"430.96";"0";"CREATION";"2016-03-10 00:00:00+00:00";"357";"52";"6585302B1D"
"6587284EB5";"CREATION";"2016-02-10 00:00:00+00:00";"CENTRALE";"180000.0";"SERVIZI";"ORDINARI";"0";"72";"325.0";"0";"CREATION";"2016-02-10 00:00:00+00:00";"362";"53";"6587284EB5"
"6588022FB9";"CREATION";"2016-02-26 00:00:00+00:00";"EMILIA ROMAGNA";"205000.0";"SERVIZI";"ORDINARI";"0";"90";"489.96";"0";"CREATION";"2016-02-26 00:00:00+00:00";"367";"54";"6588022FB9"
"65880273DD";"CREATION";"2016-02-17 00:00:00+00:00";"CENTRALE";"52000.0";"SERVIZI";"ORDINARI";"0";"71";"1031.0";"0";"CREATION";"2016-02-17 00:00:00+00:00";"372";"55";"65880273DD"
"659113048A";"CREATION";"2016-03-25 00:00:00+00:00";"EMILIA ROMAGNA";"1302201.0";"SERVIZI";"ORDINARI";"1";"72";"622.0";"0";"CREATION";"2016-03-25 00:00:00+00:00";"377";"56";"659113048A"
"659351872D";"CREATION";"2016-02-23 00:00:00+00:00";"PROVINCIA AUTONOMA DI BOLZANO";"67172.22";"SERVIZI";"ORDINARI";"0";"71";"1445.0";"0";"CREATION";"2016-02-23 00:00:00+00:00";"394";"57";"659351872D"
"6594202BA0";"CREATION";"2016-02-16 00:00:00+00:00";"EMILIA ROMAGNA";"199234.69";"SERVIZI";"ORDINARI";"0";"77";"319.0";"0";"CREATION";"2016-02-16 00:00:00+00:00";"401";"58";"6594202BA0"
"659506971A";"CREATION";"2016-03-09 00:00:00+00:00";"LAZIO";"167500.0";"SERVIZI";"ORDINARI";"0";"98";"386.96";"0";"CREATION";"2016-03-09 00:00:00+00:00";"406";"59";"659506971A"
"6595290D78";"CREATION";"2016-03-14 00:00:00+00:00";"VENETO";"124545.58";"SERVIZI";"ORDINARI";"0";"71";"997.0";"0";"CREATION";"2016-03-14 00:00:00+00:00";"411";"60";"6595290D78"
"6595680F4E";"CREATION";"2016-04-05 00:00:00+00:00";"FRIULI VENEZIA GIULIA";"165000.0";"SERVIZI";"ORDINARI";"0";"90";"1486.0";"0";"CREATION";"2016-04-05 00:00:00+00:00";"418";"61";"6595680F4E"
"6596109158";"CREATION";"2016-02-17 00:00:00+00:00";"CAMPANIA";"199200.0";"SERVIZI";"ORDINARI";"0";"90";"110.96";"0";"CREATION";"2016-02-17 00:00:00+00:00";"424";"62";"6596109158"
"6597665564";"CREATION";"2016-02-19 00:00:00+00:00";"CENTRALE";"311040.0";"SERVIZI";"ORDINARI";"0";"50";"1136.0";"0";"CREATION";"2016-02-19 00:00:00+00:00";"429";"63";"6597665564"
"659861555B";"CREATION";"2016-02-18 00:00:00+00:00";"PROVINCIA AUTONOMA DI BOLZANO";"50550.78";"SERVIZI";"ORDINARI";"0";"71";"1370.0";"0";"CREATION";"2016-02-18 00:00:00+00:00";"434";"64";"659861555B"
"659874724A";"CREATION";"2016-08-11 00:00:00+00:00";"TOSCANA";"94000.0";"SERVIZI";"ORDINARI";"0";"90";"1175.04";"0";"CREATION";"2016-08-11 00:00:00+00:00";"443";"65";"659874724A"
"65991048E3";"CREATION";"2016-08-01 00:00:00+00:00";"CENTRALE";"1800000.0";"SERVIZI";"ORDINARI";"0";"90";"814.0";"0";"CREATION";"2016-08-01 00:00:00+00:00";"449";"66";"65991048E3"
"65999589A1";"CREATION";"2016-02-24 00:00:00+00:00";"SARDEGNA";"3390000.0";"SERVIZI";"ORDINARI";"0";"72";"1656.96";"0";"CREATION";"2016-02-24 00:00:00+00:00";"465";"67";"65999589A1"
"660053669D";"CREATION";"2016-02-22 00:00:00+00:00";"PROVINCIA AUTONOMA DI BOLZANO";"112000.0";"SERVIZI";"ORDINARI";"0";"30";"1625.96";"0";"CREATION";"2016-02-22 00:00:00+00:00";"478";"68";"660053669D"
"66036353FE";"CREATION";"2016-03-09 00:00:00+00:00";"CENTRALE";"1050000.0";"SERVIZI";"ORDINARI";"0";"66";"1665.96";"0";"CREATION";"2016-03-09 00:00:00+00:00";"484";"69";"66036353FE"
"66036944AE";"CREATION";"2016-03-01 00:00:00+00:00";"CENTRALE";"634692.0";"SERVIZI";"ORDINARI";"0";"90";"1735.0";"0";"CREATION";"2016-03-01 00:00:00+00:00";"496";"70";"66036944AE"
"6604772E43";"CREATION";"2016-03-23 00:00:00+00:00";"EMILIA ROMAGNA";"200000.0";"SERVIZI";"ORDINARI";"0";"66";"2109.0";"0";"CREATION";"2016-03-23 00:00:00+00:00";"519";"71";"6604772E43"
"660513275A";"CREATION";"2016-03-03 00:00:00+00:00";"PROVINCIA AUTONOMA DI BOLZANO";"196420.0";"SERVIZI";"ORDINARI";"0";"79";"868.96";"0";"CREATION";"2016-03-03 00:00:00+00:00";"526";"72";"660513275A"
"66054795B5";"CREATION";"2016-03-04 00:00:00+00:00";"CAMPANIA";"67057.33";"SERVIZI";"ORDINARI";"0";"71";"599.96";"0";"CREATION";"2016-03-04 00:00:00+00:00";"531";"73";"66054795B5"
"6605991C37";"CREATION";"2016-01-01 00:00:00+00:00";"SICILIA";"42000.0";"SERVIZI";"ORDINARI";"0";"85";"365.0";"0";"CREATION";"2016-01-01 00:00:00+00:00";"536";"74";"6605991C37"
"66061141BB";"CREATION";"2016-03-31 00:00:00+00:00";"CENTRALE";"200000.0";"SERVIZI";"ORDINARI";"0";"79";"274.04";"0";"CREATION";"2016-03-31 00:00:00+00:00";"541";"75";"66061141BB"
"6606260A34";"CREATION";"2016-02-25 00:00:00+00:00";"VENETO";"105500.0";"SERVIZI";"ORDINARI";"0";"85";"1220.96";"0";"CREATION";"2016-02-25 00:00:00+00:00";"546";"76";"6606260A34"
"6606787D18";"CREATION";"2016-02-26 00:00:00+00:00";"UMBRIA";"62295.08";"SERVIZI";"ORDINARI";"0";"71";"1886.96";"0";"CREATION";"2016-02-26 00:00:00+00:00";"551";"77";"6606787D18"
"6607779FB7";"CREATION";"2016-01-01 00:00:00+00:00";"TOSCANA";"47792.93";"SERVIZI";"ORDINARI";"1";"50";"365.0";"0";"CREATION";"2016-01-01 00:00:00+00:00";"556";"78";"6607779FB7"
"66079160CA";"CREATION";"2016-03-15 00:00:00+00:00";"VALLE DAOSTA";"884000.0";"SERVIZI";"ORDINARI";"0";"90";"846.96";"0";"CREATION";"2016-03-15 00:00:00+00:00";"561";"79";"66079160CA"
"6610161D68";"CREATION";"2016-02-25 00:00:00+00:00";"PROVINCIA AUTONOMA DI TRENTO";"144740.0";"SERVIZI";"ORDINARI";"0";"90";"399.96";"0";"CREATION";"2016-02-25 00:00:00+00:00";"575";"80";"6610161D68"
"6610620831";"CREATION";"2016-04-13 00:00:00+00:00";"VALLE DAOSTA";"580000.0";"SERVIZI";"ORDINARI";"0";"66";"1173.0";"0";"CREATION";"2016-04-13 00:00:00+00:00";"580";"81";"6610620831"
"6612296F43";"CREATION";"2016-03-07 00:00:00+00:00";"EMILIA ROMAGNA";"200896.23";"SERVIZI";"ORDINARI";"0";"77";"783.96";"0";"CREATION";"2016-03-07 00:00:00+00:00";"589";"82";"6612296F43"
"66123679DC";"CREATION";"2016-03-09 00:00:00+00:00";"PIEMONTE";"6680789.48";"SERVIZI";"ORDINARI";"0";"71";"1384.0";"0";"CREATION";"2016-03-09 00:00:00+00:00";"597";"83";"66123679DC"
"6616936453";"CREATION";"2016-03-07 00:00:00+00:00";"PUGLIA";"54000.0";"SERVIZI";"ORDINARI";"0";"72";"449.96";"0";"CREATION";"2016-03-07 00:00:00+00:00";"611";"84";"6616936453"
"6617238D88";"CREATION";"2016-03-25 00:00:00+00:00";"TOSCANA";"78845.45";"SERVIZI";"ORDINARI";"0";"77";"281.0";"0";"CREATION";"2016-03-25 00:00:00+00:00";"616";"85";"6617238D88"
"6617812738";"CREATION";"2016-02-22 00:00:00+00:00";"EMILIA ROMAGNA";"51800.0";"SERVIZI";"ORDINARI";"1";"50";"1043.0";"0";"CREATION";"2016-02-22 00:00:00+00:00";"621";"86";"6617812738"
"6618858668";"CREATION";"2016-03-17 00:00:00+00:00";"EMILIA ROMAGNA";"72500.0";"SERVIZI";"ORDINARI";"0";"90";"289.0";"0";"CREATION";"2016-03-17 00:00:00+00:00";"628";"87";"6618858668"
"66200649A0";"CREATION";"2016-03-09 00:00:00+00:00";"CENTRALE";"48750.0";"SERVIZI";"ORDINARI";"0";"71";"651.0";"0";"CREATION";"2016-03-09 00:00:00+00:00";"634";"88";"66200649A0"
"6620987351";"CREATION";"2016-04-04 00:00:00+00:00";"EMILIA ROMAGNA";"184304.32";"SERVIZI";"ORDINARI";"0";"90";"1366.04";"0";"CREATION";"2016-04-04 00:00:00+00:00";"639";"89";"6620987351"
"6621915121";"CREATION";"2016-10-31 00:00:00+00:00";"EMILIA ROMAGNA";"6532524.59";"SERVIZI";"ORDINARI";"1";"90";"1934.0";"0";"CREATION";"2016-10-31 00:00:00+00:00";"644";"90";"6621915121"
"6623271023";"CREATION";"2016-03-10 00:00:00+00:00";"MARCHE";"50000.0";"SERVIZI";"ORDINARI";"0";"92";"20.96";"0";"CREATION";"2016-03-10 00:00:00+00:00";"685";"91";"6623271023"
"6623285BAD";"CREATION";"2016-03-10 00:00:00+00:00";"SICILIA";"686815.88";"SERVIZI";"ORDINARI";"0";"90";"916.96";"0";"CREATION";"2016-03-10 00:00:00+00:00";"690";"92";"6623285BAD"
"662351597B";"CREATION";"2016-03-14 00:00:00+00:00";"PROVINCIA AUTONOMA DI TRENTO";"190705.38";"SERVIZI";"ORDINARI";"0";"71";"1442.0";"0";"CREATION";"2016-03-14 00:00:00+00:00";"717";"93";"662351597B"
"6625536D42";"CREATION";"2016-02-23 00:00:00+00:00";"CENTRALE";"167000.0";"SERVIZI";"ORDINARI";"0";"71";"1815.0";"0";"CREATION";"2016-02-23 00:00:00+00:00";"744";"94";"6625536D42"
"6627551C17";"CREATION";"2016-03-16 00:00:00+00:00";"PUGLIA";"194250.0";"SERVIZI";"ORDINARI";"0";"72";"448.96";"0";"CREATION";"2016-03-16 00:00:00+00:00";"749";"95";"6627551C17"
"662781237C";"CREATION";"2016-03-15 00:00:00+00:00";"SARDEGNA";"80640.0";"SERVIZI";"ORDINARI";"0";"98";"210.96";"0";"CREATION";"2016-03-15 00:00:00+00:00";"755";"96";"662781237C"
"6628622FE7";"CREATION";"2016-03-16 00:00:00+00:00";"CENTRALE";"205000.0";"SERVIZI";"ORDINARI";"0";"72";"470.96";"0";"CREATION";"2016-03-16 00:00:00+00:00";"760";"97";"6628622FE7"
"6628704396";"CREATION";"2016-03-17 00:00:00+00:00";"EMILIA ROMAGNA";"1527000.0";"SERVIZI";"ORDINARI";"0";"90";"561.96";"0";"CREATION";"2016-03-17 00:00:00+00:00";"765";"98";"6628704396"
"66296196AA";"CREATION";"2016-03-17 00:00:00+00:00";"SARDEGNA";"1532000.0";"SERVIZI";"ORDINARI";"0";"90";"501.96";"0";"CREATION";"2016-03-17 00:00:00+00:00";"782";"99";"66296196AA"
"66299686AB";"CREATION";"2016-03-18 00:00:00+00:00";"CENTRALE";"120000.0";"SERVIZI";"ORDINARI";"0";"79";"92.96";"0";"CREATION";"2016-03-18 00:00:00+00:00";"797";"100";"66299686AB"
"66299897FF";"CREATION";"2016-02-25 00:00:00+00:00";"EMILIA ROMAGNA";"1198920.0";"SERVIZI";"ORDINARI";"1";"63";"764.96";"0";"CREATION";"2016-02-25 00:00:00+00:00";"802";"101";"66299897FF"
"6630044563";"CREATION";"2016-03-18 00:00:00+00:00";"CENTRALE";"205000.0";"SERVIZI";"ORDINARI";"0";"79";"93.96";"0";"CREATION";"2016-03-18 00:00:00+00:00";"810";"102";"6630044563"
"6630467276";"CREATION";"2016-04-19 00:00:00+00:00";"SICILIA";"1466666.8";"SERVIZI";"ORDINARI";"0";"66";"742.0";"0";"CREATION";"2016-04-19 00:00:00+00:00";"815";"103";"6630467276"
"6630532818";"CREATION";"2016-04-19 00:00:00+00:00";"SICILIA";"283333.4";"SERVIZI";"ORDINARI";"0";"66";"746.0";"0";"CREATION";"2016-04-19 00:00:00+00:00";"823";"104";"6630532818"
"663106826C";"CREATION";"2016-03-21 00:00:00+00:00";"CENTRALE";"520093.2";"SERVIZI";"ORDINARI";"0";"55";"650.0";"0";"CREATION";"2016-03-21 00:00:00+00:00";"828";"105";"663106826C"
"663124547C";"CREATION";"2016-03-18 00:00:00+00:00";"PROVINCIA AUTONOMA DI TRENTO";"204000.0";"SERVIZI";"ORDINARI";"0";"85";"245.0";"0";"CREATION";"2016-03-18 00:00:00+00:00";"833";"106";"663124547C"
"6632050CC8";"CREATION";"2016-03-18 00:00:00+00:00";"CALABRIA";"193050.0";"SERVIZI";"ORDINARI";"0";"90";"263.0";"0";"CREATION";"2016-03-18 00:00:00+00:00";"838";"107";"6632050CC8"
"6633865693";"CREATION";"2016-03-21 00:00:00+00:00";"CENTRALE";"134000.0";"SERVIZI";"ORDINARI";"0";"79";"39.96";"0";"CREATION";"2016-03-21 00:00:00+00:00";"843";"108";"6633865693"
"6634006AED";"CREATION";"2016-03-22 00:00:00+00:00";"SARDEGNA";"180000.0";"SERVIZI";"ORDINARI";"0";"64";"814.96";"0";"CREATION";"2016-03-22 00:00:00+00:00";"848";"109";"6634006AED"
"6634543614";"CREATION";"2016-03-22 00:00:00+00:00";"CENTRALE";"190000.0";"SERVIZI";"ORDINARI";"0";"79";"114.96";"0";"CREATION";"2016-03-22 00:00:00+00:00";"853";"110";"6634543614"
"6634885050";"CREATION";"2016-07-27 00:00:00+00:00";"CENTRALE";"52455.2";"SERVIZI";"ORDINARI";"0";"50";"1049.0";"0";"CREATION";"2016-07-27 00:00:00+00:00";"859";"111";"6634885050"
"6635205860";"CREATION";"2016-03-29 00:00:00+00:00";"PROVINCIA AUTONOMA DI BOLZANO";"94524.83";"SERVIZI";"ORDINARI";"0";"71";"1570.0";"0";"CREATION";"2016-03-29 00:00:00+00:00";"864";"112";"6635205860"
"663796914F";"CREATION";"2016-04-12 00:00:00+00:00";"EMILIA ROMAGNA";"206664.0";"SERVIZI";"ORDINARI";"0";"50";"385.0";"0";"CREATION";"2016-04-12 00:00:00+00:00";"873";"113";"663796914F"
"663813062A";"CREATION";"2016-03-25 00:00:00+00:00";"CENTRALE";"359801.63";"SERVIZI";"ORDINARI";"0";"60";"745.96";"0";"CREATION";"2016-03-25 00:00:00+00:00";"881";"114";"663813062A"
"6638159E16";"CREATION";"2016-03-25 00:00:00+00:00";"CENTRALE";"543481.42";"SERVIZI";"ORDINARI";"0";"60";"745.96";"0";"CREATION";"2016-03-25 00:00:00+00:00";"887";"115";"6638159E16"
"6638588020";"CREATION";"2016-06-30 00:00:00+00:00";"LAZIO";"74117.04";"SERVIZI";"ORDINARI";"0";"45";"505.04";"0";"CREATION";"2016-06-30 00:00:00+00:00";"894";"116";"6638588020"
