file_name;prefix_length;prefix_encoding;model;features_num;features_excluded;LLM_data;CV;min_duration_dd;max_duration_dd;RMSE_ht;RMSE_ht_norm;MAE_ht;MSE_ht;MAPE_ht;RMSE;RMSE_norm;MAE;MSE;MAPE;timing_sec;timing_hr;memory
log_2016-2022_clean_5_eventi_FORNITURE_P_11_B.csv;11;B;XGR;76;0;0;5;36.0;2512.0;44.69678664334614;0.018052013991658376;20.6176086699073;1997.8027362408054;5.3;33.659930705944625;0.013594479283499444;8.784283426313259;1132.9909351289937;1.37;289;0:04:49;13552
log_2016-2022_clean_5_eventi_FORNITURE_P_11_I.csv;11;I;XGR;143;0;0;5;27.0;1849.0;48.26160944989632;0.026488259851754292;18.530644209676712;2329.182946694322;3.94;54.03157623931724;0.02965509124002044;14.096706823320531;2919.4112309051516;2.94;181;0:03:01;13552
log_2016-2022_clean_5_eventi_FORNITURE_P_9_F.csv;9;F;XGR;76;0;0;5;27.0;2512.0;62.146356060383944;0.02500859398808207;26.693762990923073;3862.1695715840206;5.17;51.89578925235119;0.020883617405372715;16.70447335473815;2693.1729421244495;2.75;109;0:01:49;13552
log_2016-2022_clean_5_eventi_LAVORI_P_11_F.csv;11;F;XGR;74;0;0;5;18.0;2226.0;62.903273783293514;0.028488801532288728;23.90947816052845;3956.8218526559813;4.79;67.64919570055183;0.030638222690467315;22.439553666616046;4576.413678931561;3.92;599;0:09:59;188536
log_2016-2022_clean_5_eventi_LAVORI_P_11_B.csv;11;B;XGR;74;0;0;5;21.0;2364.96;70.02699852870003;0.029875509193288297;24.533696554414426;4903.780522938556;4.6;75.03390321738497;0.03201159713364775;24.405765505061833;5630.0866320358955;4.07;666;0:11:06;188536
log_2016-2022_clean_5_eventi_LAVORI_P_11_I.csv;11;I;XGR;160;0;0;5;19.0;2259.0;70.84570918893945;0.03162754874506225;24.20096579068278;5019.114510483781;4.58;72.60982681306048;0.032415101255830574;23.916472520680408;5272.186949822636;4.04;1109;0:18:29;188536
log_2016-2022_clean_5_eventi_SERVIZI_P_11_F.csv;11;F;XGR;81;0;0;5;22.0;2450.04;77.27060225104134;0.031824270708489706;28.734043545089605;5970.745972238636;5.06;73.67429861872301;0.03034311568949565;20.351668208464414;5427.902276960772;2.74;260;0:04:20;26360
log_2016-2022_clean_5_eventi_FORNITURE_P_9_I.csv;9;I;XGR;129;0;0;5;37.96;2512.0;78.66535937344563;0.03179631670201194;28.02746955074481;6188.23876535335;5.69;80.75449288991433;0.03264073858543691;22.333037512024834;6521.288121907224;3.73;134;0:02:14;13552
log_2016-2022_clean_5_eventi_FORNITURE_P_9_B.csv;9;B;XGR;76;0;0;5;30.0;2512.0;83.13887316146933;0.03349672568955251;30.76126084512739;6912.072230558885;5.45;88.84486535286904;0.035795675001155935;23.738977580511747;7893.41009956943;3.31;127;0:02:07;13552
log_2016-2022_clean_5_eventi_FORNITURE_P_11_F.csv;11;F;XGR;76;0;0;5;11.04;2394.04;86.15889346707067;0.03615564140456176;28.996395094914224;7423.354923470032;5.1;90.6305030446393;0.03803210366959266;19.319272731268587;8213.888082124373;2.6;175;0:02:55;13552
log_2016-2022_clean_5_eventi_LAVORI_P_9_B.csv;9;B;XGR;74;0;0;5;18.0;2053.04;86.94036404863388;0.04272169787750309;36.30787087917429;7558.626900908991;7.15;91.02696910887352;0.04472981814061321;36.682916075811185;8285.909105147814;6.77;856;0:14:16;188536
log_2016-2022_clean_5_eventi_SERVIZI_P_11_I.csv;11;I;XGR;158;0;0;5;43.0;2450.04;87.98432634360908;0.03655291409515799;31.86021822397946;7741.241682138703;4.68;91.42441370170776;0.03798209157376187;30.122165681096437;8358.42342070101;4.09;399;0:06:39;26360
log_2016-2022_clean_5_eventi_LAVORI_P_9_F.csv;9;F;XGR;74;0;0;5;10.0;3918.0;91.03308375255978;0.023294033713551633;36.09986147469233;8287.022337500563;7.11;93.98835887791324;0.024050245362823245;36.16521551587876;8833.811604563412;6.56;866;0:14:26;188536
log_2016-2022_clean_5_eventi_SERVIZI_P_11_B.csv;11;B;XGR;81;0;0;5;43.0;2282.0;94.03248304320543;0.041997535972847444;32.6350514223521;8842.107867270717;4.77;96.59490030014436;0.04314198316219042;31.175836225436846;9330.57476399483;4.45;271;0:04:31;26360
log_2016-2022_clean_5_eventi_LAVORI_P_9_I.csv;9;I;XGR;140;0;0;5;17.0;3918.0;97.09548416978673;0.02488989596764592;38.032852143720845;9427.533046165305;7.7;101.67552366824756;0.026063964026723292;39.42405174683097;10337.912113212371;7.45;1514;0:25:14;188536
log_2016-2022_clean_5_eventi_FORNITURE_P_7_F.csv;7;F;XGR;76;0;0;5;16.04;2394.04;97.35012236070757;0.040937814281205874;36.450989373506005;9477.046323644738;7.82;108.13342186873884;0.04547242298937714;29.994937194824214;11692.836925042646;4.91;194;0:03:14;13552
log_2016-2022_clean_5_eventi_FORNITURE_P_7_B.csv;7;B;XGR;76;0;0;5;27.0;2316.04;103.8840177208978;0.04538322516028458;44.00071269066654;10791.889137835808;8.55;104.4612431120277;0.04563539436271437;32.916739802801786;10912.151312510156;5.01;144;0:02:24;13552
log_2016-2022_clean_5_eventi_SERVIZI_P_9_B.csv;9;B;XGR;81;0;0;5;20.96;2450.04;106.55116811542996;0.04386482459014523;40.34403557906988;11353.151426762619;8.64;110.72749617619645;0.04558412904317538;35.10557947487868;12260.578409449601;4.86;278;0:04:38;26360
log_2016-2022_clean_5_eventi_SERVIZI_P_9_F.csv;9;F;XGR;81;0;0;5;45.04;2450.04;108.4944021743707;0.045112017536120874;42.75364359894964;11771.035303174096;6.52;110.73822162856136;0.04604499859815441;36.779974969529015;12262.953729456376;4.9;244;0:04:04;26360
log_2016-2022_clean_5_eventi_LAVORI_P_7_B.csv;7;B;XGR;74;0;0;5;19.0;2364.96;111.18048470146046;0.04739231900861927;56.808204219750884;12361.100178451683;12.09;114.67939944008666;0.04888378294603772;58.024165519119755;13151.364655938949;11.96;620;0:10:20;188536
log_2016-2022_clean_5_eventi_FORNITURE_P_7_I.csv;7;I;XGR;115;0;0;5;36.0;2316.04;113.21896140841066;0.049656568046354745;47.727211802923854;12818.533222399185;9.21;118.78177302932923;0.0520963549013742;41.851620642818624;14109.109603991084;7.27;326;0:05:26;13552
log_2016-2022_clean_5_eventi_LAVORI_P_7_I.csv;7;I;XGR;120;0;0;5;10.0;2364.96;113.92327562979746;0.04837588563279099;57.98871061958967;12978.512730222803;12.44;117.6176932592994;0.04994466711082116;59.635525792029334;13833.921767638643;12.71;1295;0:21:35;188536
log_2016-2022_clean_5_eventi_LAVORI_P_7_F.csv;7;F;XGR;74;0;0;5;24.0;3918.0;115.60121950122323;0.029687010657735807;57.28800656707303;13363.641950169995;12.33;119.43756871650707;0.030672205628276085;57.58184996643195;14265.33282091035;11.93;675;0:11:15;188536
log_2016-2022_clean_5_eventi_SERVIZI_P_9_I.csv;9;I;XGR;141;0;0;5;25.04;2450.04;120.60216061134557;0.049732849736637344;42.31031441002766;14544.881144124793;6.55;122.83364155989818;0.050653048065937394;40.99231343020374;15088.103498865545;5.81;296;0:04:56;26360
log_2016-2022_clean_5_eventi_FORNITURE_P_5_I.csv;5;I;XGR;96;0;0;5;50.96;2308.04;123.10284221295176;0.05454075274821972;66.34635201707526;15154.309760906895;15.15;128.33302604132123;0.05685798732934643;67.38749878339625;16469.365572922434;14.98;155;0:02:35;13552
log_2016-2022_clean_5_eventi_LAVORI_P_5_B.csv;5;B;XGR;74;0;0;5;29.0;1812.0;139.21126696350478;0.07807698651907166;87.49907739535186;19379.7768495842;21.71;142.35640804554913;0.07984094674455924;88.43815317627426;20265.346911630888;21.78;616;0:10:16;188536
log_2016-2022_clean_5_eventi_LAVORI_P_5_F.csv;5;F;XGR;74;0;0;5;20.0;2172.0;142.23440544533466;0.06609405457496964;89.97584896036611;20230.626092387847;22.11;147.18381532359066;0.06839396622843433;91.5586250241665;21663.07549320884;22.05;617;0:10:17;188536
log_2016-2022_clean_5_eventi_LAVORI_P_5_I.csv;5;I;XGR;100;0;0;5;20.0;2190.0;142.6997478016522;0.0657602524431577;90.49112997677605;20363.218022655143;22.3;146.34857464108538;0.06744173946593796;91.55816718330958;21417.905299477337;22.29;753;0:12:33;188536
log_2016-2022_clean_5_eventi_SERVIZI_P_7_B.csv;7;B;XGR;81;0;0;5;20.96;2450.04;146.63240015605456;0.060365405896905235;65.0380337361343;21501.06077552531;10.66;153.41068121231854;0.06315587844464511;61.99295854990718;23534.837110027627;9.13;252;0:04:12;26360
log_2016-2022_clean_5_eventi_SERVIZI_P_7_I.csv;7;I;XGR;124;0;0;5;19.0;2274.04;151.74064028243583;0.06728955596461075;60.1682323312541;23025.221913323592;8.75;158.21704860029365;0.07016152644755466;61.10719017226824;25032.634467787688;8.69;288;0:04:48;26360
log_2016-2022_clean_5_eventi_FORNITURE_P_5_F.csv;5;F;XGR;76;0;0;5;36.0;2082.04;155.29643314479657;0.07590097610251831;83.06681292861255;24116.98214749627;17.19;170.8935295827366;0.08352404135927773;87.64896951794981;29204.598453245668;18.11;148;0:02:28;13552
