file_name;prefix_length;prefix_encoding;model;features_num;features_excluded;LLM_data;CV;min_duration_dd;max_duration_dd;RMSE_ht;RMSE_ht_norm;MAE_ht;MSE_ht;MAPE_ht;RMSE;RMSE_norm;MAE;MSE;MAPE;timing_sec;timing_hr;memory
log_2016-2022_clean_5_eventi_LAVORI_P_11_B.csv;11;B;RFR;75;0;1;5;20.0;1948.04;79.74760236833896;0.04136200616602299;33.688737389396195;6359.680083498701;7.86;69.39003061680714;0.03598993310139164;20.497872186593078;4814.976349001431;3.08;93;0:01:33;188536
log_2016-2022_clean_5_eventi_LAVORI_P_11_F.csv;11;F;RFR;75;0;1;5;28.0;2172.0;82.06556649233701;0.038276850043067634;35.65404441612986;6734.757203708188;8.76;68.86338219769456;0.032119114831014255;20.313902739435154;4742.165407705756;3.1;94;0:01:34;188536
log_2016-2022_clean_5_eventi_FORNITURE_P_7_B.csv;7;B;RFR;77;0;1;5;33.0;1621.04;88.99484011703002;0.056040679149788435;57.91986149253735;7920.081567455736;20.72;73.35149725741931;0.0461899557047803;23.833762388059704;5380.442149905193;4.29;8;0:00:08;13552
log_2016-2022_clean_5_eventi_FORNITURE_P_11_B.csv;11;B;RFR;77;0;1;5;30.0;2082.04;94.38502188685817;0.045995702757674395;58.130439402985104;8908.532356582695;19.07;56.91491325285133;0.02773577184306901;10.825867462686581;3239.3073505795915;1.64;11;0:00:11;13552
log_2016-2022_clean_5_eventi_FORNITURE_P_11_F.csv;11;F;RFR;77;0;1;5;37.04;1917.04;96.26078824560264;0.05120254693915034;58.597738507462715;9266.13935366475;19.92;100.95609581225166;0.05370005096396365;19.914980298507487;10192.133281652537;2.31;7;0:00:07;13552
log_2016-2022_clean_5_eventi_LAVORI_P_9_F.csv;9;F;RFR;75;0;1;5;28.0;2226.0;102.72515040592066;0.04673573721834425;48.232704048916794;10552.45652591902;10.95;94.12886295008458;0.04282477841223138;36.04896636228501;8860.242840275805;6.08;109;0:01:49;188536
log_2016-2022_clean_5_eventi_LAVORI_P_11_I.csv;11;I;RFR;161;0;1;5;10.0;2259.0;105.6299080765201;0.046967500256345086;55.354441962200056;11157.677480254084;14.55;76.16975826856836;0.03386827846534832;24.29724519006163;5801.832074692138;3.79;100;0:01:40;188536
log_2016-2022_clean_5_eventi_LAVORI_P_9_B.csv;9;B;RFR;75;0;1;5;10.0;3918.0;110.14055754596296;0.028183356588015088;47.76243024255171;12130.942416535578;11.09;99.16307495628287;0.025374379466807286;36.06385041410067;9833.315434785374;6.13;106;0:01:46;188536
log_2016-2022_clean_5_eventi_FORNITURE_P_11_I.csv;11;I;RFR;144;0;1;5;27.0;1766.0;114.89600921164644;0.06607016055873861;75.16169791044777;13201.092932762745;21.51;79.41076315635445;0.045664613660928374;16.228835820895544;6306.069305074622;2.19;7;0:00:07;13552
log_2016-2022_clean_5_eventi_LAVORI_P_9_I.csv;9;I;RFR;141;0;1;5;17.0;2259.0;119.6205501272783;0.0533543934555211;59.93336351667021;14309.076012752701;15.21;101.45501237638652;0.04525201265672905;36.97317368868127;10293.119536292743;6.54;115;0:01:55;188536
log_2016-2022_clean_5_eventi_FORNITURE_P_9_B.csv;9;B;RFR;77;0;1;5;33.0;2380.04;120.73669039006342;0.05144211022822935;63.460235223880645;14577.348406346031;22.8;84.32921617316092;0.03593002938729673;20.430567164179134;7111.416700379704;3.02;8;0:00:08;13552
log_2016-2022_clean_5_eventi_FORNITURE_P_9_I.csv;9;I;RFR;130;0;1;5;27.0;1882.96;122.55787169965666;0.0660347592079876;74.20851283582093;15020.431915549503;26.55;63.162499350792004;0.034032252500480614;17.759750447761157;3989.5013242388004;3.29;8;0:00:08;13552
log_2016-2022_clean_5_eventi_SERVIZI_P_11_F.csv;11;F;RFR;82;0;1;5;36.0;2439.0;122.75130027904798;0.05108252196381522;68.38456617472433;15067.881720197005;14.28;107.37063324307191;0.04468191146195252;24.804534961832054;11528.452883018259;2.35;22;0:00:22;26360
log_2016-2022_clean_5_eventi_FORNITURE_P_7_I.csv;7;I;RFR;116;0;1;5;16.04;2111.04;125.5914835770234;0.059948202184736704;77.64261492537318;15773.220747077738;27.2;76.33430568768551;0.03643642276261838;27.160550447761178;5826.926224821016;5.68;8;0:00:08;13552
log_2016-2022_clean_5_eventi_LAVORI_P_7_F.csv;7;F;RFR;75;0;1;5;22.0;2211.0;125.59984793387302;0.05737772861300732;67.94174595973858;15775.321801012027;16.53;117.60542237185636;0.05372563836082977;57.10366307071566;13831.035371262733;11.39;150;0:02:30;188536
log_2016-2022_clean_5_eventi_LAVORI_P_7_B.csv;7;B;RFR;75;0;1;5;21.0;2030.96;125.86443832177711;0.06262036971968453;64.96980647013243;15841.856834056436;14.9;124.03711481311676;0.06171123545399747;59.377441452537724;15385.205851162307;11.74;152;0:02:32;188536
log_2016-2022_clean_5_eventi_LAVORI_P_7_I.csv;7;I;RFR;121;0;1;5;17.0;2190.0;130.05341172515148;0.05984970627020317;71.63855736931214;16913.889901351766;17.49;118.19996785006535;0.05439483104006689;57.48757017767397;13971.232399756484;11.41;152;0:02:32;188536
log_2016-2022_clean_5_eventi_SERVIZI_P_9_B.csv;9;B;RFR;82;0;1;5;39.96;2211.0;136.40731321116007;0.06283040073474468;72.73482775233248;18606.955097487524;16.04;116.76687049084035;0.053783841150250734;31.363219440203537;13634.502044224682;3.34;22;0:00:22;26360
