file_name;prefix_length;prefix_encoding;model;features_num;features_excluded;LLM_data;CV;min_duration_dd;max_duration_dd;RMSE_ht;RMSE_ht_norm;MAE_ht;MSE_ht;MAPE_ht;RMSE;RMSE_norm;MAE;MSE;MAPE;timing_sec;timing_hr;memory
log_2016-2022_clean_5_eventi_FORNITURE_P_11_I.csv;11;I;XGR;144;0;1;5;37.04;2316.04;40.7756707693039;0.017891913457351426;15.928558522694145;1662.6553266866647;3.29;52.80019113682585;0.023168140033710333;12.390797089534018;2787.8601840853435;1.92;226;0:03:46;13552
log_2016-2022_clean_5_eventi_FORNITURE_P_11_F.csv;11;F;XGR;77;0;1;5;27.0;2147.0;41.502155156484;0.01957648828136038;19.92262118940211;1722.4288826328714;4.86;49.778697451359044;0.023480517665735397;13.477919116347582;2477.918719953939;2.47;185;0:03:05;13552
log_2016-2022_clean_5_eventi_FORNITURE_P_9_F.csv;9;F;XGR;77;0;1;5;49.04;2316.04;60.54864917697673;0.026708711591079282;24.29175850073971;3666.1389171566047;4.68;70.86207105046783;0.03125808162790818;17.581165216702136;5021.433113561551;2.23;195;0:03:15;13552
log_2016-2022_clean_5_eventi_FORNITURE_P_11_B.csv;11;B;XGR;77;0;1;5;52.0;2111.04;64.2272979177271;0.03119283642752307;13.103510342726068;4125.145797812473;2.01;68.44356082749765;0.03324052025579768;11.927169533345237;4684.52101874737;1.61;182;0:03:02;13552
log_2016-2022_clean_5_eventi_LAVORI_P_11_I.csv;11;I;XGR;161;0;1;5;10.0;1965.0;65.26956832329127;0.03338596845181139;23.477402882749143;4260.116549108787;4.38;68.86014223789334;0.035222579149817565;24.14847843925977;4741.719189022903;4.24;1655;0:27:35;188536
log_2016-2022_clean_5_eventi_LAVORI_P_11_F.csv;11;F;XGR;75;0;1;5;20.0;2364.96;71.92698024296452;0.030673009451318792;24.018732399088886;5173.490486871809;4.54;74.72619466320947;0.03186672466191725;23.537185397242304;5584.004168843875;3.93;922;0:15:22;188536
log_2016-2022_clean_5_eventi_LAVORI_P_11_B.csv;11;B;XGR;75;0;1;5;17.0;3918.0;72.99303441081118;0.018711364883571183;23.772528991569605;5327.983072497866;4.69;74.09439452812093;0.018993692521948456;23.407023824164;5489.979300488837;3.93;919;0:15:19;188536
log_2016-2022_clean_5_eventi_FORNITURE_P_9_I.csv;9;I;XGR;130;0;1;5;16.04;1882.96;74.21362386842846;0.03975190359974099;23.24683011092001;5507.661967684573;4.35;81.2356926052266;0.04351321567352998;23.230969486065764;6599.2377530508675;4.01;220;0:03:40;13552
log_2016-2022_clean_5_eventi_FORNITURE_P_9_B.csv;9;B;XGR;77;0;1;5;11.04;2316.04;81.13771841952436;0.035200745518231824;29.911751162856373;6583.329350326023;5.9;101.57846290001649;0.0440687474620462;24.25280480273802;10318.184125130027;4.1;210;0:03:30;13552
log_2016-2022_clean_5_eventi_FORNITURE_P_7_F.csv;7;F;XGR;77;0;1;5;36.0;2394.04;81.90415035518149;0.03473399533306538;34.93378101132521;6708.289845404175;6.89;60.95866401259156;0.02585141219512458;22.13758488031644;3715.958718200026;3.74;217;0:03:37;13552
log_2016-2022_clean_5_eventi_FORNITURE_P_7_B.csv;7;B;XGR;77;0;1;5;11.04;1621.04;86.05408186490328;0.0534497402887598;34.905582892574486;7405.305005611476;9.28;97.53144652653687;0.06057853821524029;35.2971733796988;9512.38306155872;6.17;222;0:03:42;13552
log_2016-2022_clean_5_eventi_LAVORI_P_9_I.csv;9;I;XGR;141;0;1;5;22.0;3918.0;86.69334748415311;0.02225188590455675;36.47374684075991;7515.736498008116;7.32;90.20072298845861;0.02315213629067213;36.819779940686374;8136.170427640644;7.04;1238;0:20:38;188536
log_2016-2022_clean_5_eventi_LAVORI_P_9_B.csv;9;B;XGR;75;0;1;5;29.0;2226.0;86.97307595019765;0.03958719888493293;37.62517998845038;7564.31594023885;7.51;89.99622981419756;0.04096323614665342;37.110008399981204;8099.321380769863;6.96;779;0:12:59;188536
log_2016-2022_clean_5_eventi_LAVORI_P_9_F.csv;9;F;XGR;75;0;1;5;18.0;3918.0;91.59336033568813;0.023485477009150803;39.24430059673175;8389.343657583207;7.67;93.74353357737604;0.02403680348137847;37.67942702156694;8787.85008757263;6.79;780;0:13:00;188536
log_2016-2022_clean_5_eventi_SERVIZI_P_11_B.csv;11;B;XGR;82;0;1;5;25.0;2282.0;92.25839000057535;0.0408765573773041;27.73165138372756;8511.610525498261;4.14;97.98276151609703;0.04341283186357866;26.708089173993997;9600.621554320343;3.22;192;0:03:12;26360
log_2016-2022_clean_5_eventi_FORNITURE_P_7_I.csv;7;I;XGR;116;0;1;5;27.0;2147.0;94.63785300373888;0.04464049669987683;43.519721366768444;8956.323221157289;10.13;107.50271048330985;0.05070882569967446;38.80318538699933;11556.83276125834;7.35;244;0:04:04;13552
log_2016-2022_clean_5_eventi_SERVIZI_P_9_B.csv;9;B;XGR;82;0;1;5;22.0;2439.0;94.84108515041262;0.039239174658838485;36.769178546701674;8994.831432507819;6.23;104.33632993809181;0.04316769960202392;33.96647781383718;10886.069744950353;4.75;182;0:03:02;26360
log_2016-2022_clean_5_eventi_SERVIZI_P_11_F.csv;11;F;XGR;82;0;1;5;26.0;2280.04;95.82258885486297;0.04251148553480106;35.99392237865652;9181.968534848109;6.33;99.64686948408675;0.04420811941406841;27.769324912733705;9929.498597978618;3.12;197;0:03:17;26360
