file_name;prefix_length;prefix_encoding;model;features_num;features_excluded;LLM_data;epochs;optimizer_name;loss;RMSE_model;RMSE_norm
log_2016-2022_clean_5_eventi_LAVORI_P_7_B.csv;7;B;LSTM;75;0;1;200;adam;mse;118.33614336015816;0.05398546686138602
log_2016-2022_clean_5_eventi_LAVORI_P_7_I.csv;7;I;LSTM;121;0;1;200;adam;mse;123.38953849191809;0.05629084785215241
log_2016-2022_clean_5_eventi_SERVIZI_P_5_I.csv;5;I;LSTM;105;0;1;200;adam;mse;229.59556666454;0.05909734949049173
log_2016-2022_clean_5_eventi_SERVIZI_P_5_B.csv;5;B;LSTM;82;0;1;200;adam;mse;230.95488090342963;0.059447233723058095
log_2016-2022_clean_5_eventi_SERVIZI_P_5_F.csv;5;F;LSTM;82;0;1;200;adam;mse;235.07404884086674;0.06050749769394054
log_2016-2022_clean_5_eventi_LAVORI_P_5_B.csv;5;B;LSTM;75;0;1;200;adam;mse;148.40481892424575;0.06770292834135298
log_2016-2022_clean_5_eventi_LAVORI_P_5_F.csv;5;F;LSTM;75;0;1;200;adam;mse;150.46934244350837;0.06864477301254944
log_2016-2022_clean_5_eventi_LAVORI_P_5_I.csv;5;I;LSTM;101;0;1;200;adam;mse;153.83670551777496;0.07018097879460536
log_2016-2022_clean_5_eventi_LAVORI_P_3_B.csv;3;B;LSTM;74;0;1;200;adam;mse;201.24417787749275;0.09180847530907515
log_2016-2022_clean_5_eventi_LAVORI_P_3_F.csv;3;F;LSTM;74;0;1;200;adam;mse;202.08454498540647;0.09219185446414528
log_2016-2022_clean_5_eventi_LAVORI_P_3_I.csv;3;I;LSTM;84;0;1;200;adam;mse;202.53563386618376;0.09239764318712762
log_2016-2022_clean_5_eventi_FORNITURE_P_11_F.csv;11;F;LSTM;77;0;1;200;adam;mse;199.21337702817567;0.0942352776859866
log_2016-2022_clean_5_eventi_FORNITURE_P_11_B.csv;11;B;LSTM;77;0;1;200;adam;mse;199.42524360045962;0.09433549839189197
log_2016-2022_clean_5_eventi_FORNITURE_P_9_F.csv;9;F;LSTM;77;0;1;200;adam;mse;200.4381800528411;0.09481465470806107
log_2016-2022_clean_5_eventi_FORNITURE_P_9_B.csv;9;B;LSTM;77;0;1;200;adam;mse;204.90962248638297;0.09692981196139214
log_2016-2022_clean_5_eventi_SERVIZI_P_3_I.csv;3;I;LSTM;88;0;1;200;adam;mse;380.1823646894512;0.09785803098280872
log_2016-2022_clean_5_eventi_SERVIZI_P_3_F.csv;3;F;LSTM;80;0;1;200;adam;mse;382.1417308326332;0.09836236713975485
log_2016-2022_clean_5_eventi_FORNITURE_P_7_F.csv;7;F;LSTM;77;0;1;200;adam;mse;211.35804881952015;0.09998015554376545
log_2016-2022_clean_5_eventi_SERVIZI_P_3_B.csv;3;B;LSTM;80;0;1;200;adam;mse;390.5786478803067;0.10053400940023956
log_2016-2022_clean_5_eventi_FORNITURE_P_9_I.csv;9;I;LSTM;130;0;1;200;adam;mse;212.6968652871025;0.1006134651310797
log_2016-2022_clean_5_eventi_FORNITURE_P_11_I.csv;11;I;LSTM;144;0;1;200;adam;mse;213.2072701612955;0.10085490546891934
log_2016-2022_clean_5_eventi_FORNITURE_P_7_I.csv;7;I;LSTM;116;0;1;200;adam;mse;215.01970403560517;0.10171225356461928
log_2016-2022_clean_5_eventi_FORNITURE_P_7_B.csv;7;B;LSTM;77;0;1;200;adam;mse;215.22842645207223;0.10181098696881373
log_2016-2022_clean_5_eventi_LAVORI_P_1_F.csv;1;F;LSTM;64;0;1;200;adam;mse;233.90010420580887;0.10670625191870843
log_2016-2022_clean_5_eventi_LAVORI_P_1_B.csv;1;B;LSTM;64;0;1;200;adam;mse;233.949336724676;0.10672871200943247
log_2016-2022_clean_5_eventi_LAVORI_P_1_I.csv;1;I;LSTM;64;0;1;200;adam;mse;234.14997767109702;0.10682024528790922
log_2016-2022_clean_5_eventi_SERVIZI_P_1_F.csv;1;F;LSTM;71;0;1;200;adam;mse;422.02276349397204;0.10862764952071846
log_2016-2022_clean_5_eventi_SERVIZI_P_1_I.csv;1;I;LSTM;71;0;1;200;adam;mse;433.963551926149;0.11170117989162248
log_2016-2022_clean_5_eventi_SERVIZI_P_1_B.csv;1;B;LSTM;71;0;1;200;adam;mse;442.0854485184976;0.11379173664067747
log_2016-2022_clean_5_eventi_FORNITURE_P_5_F.csv;5;F;LSTM;77;0;1;200;adam;mse;240.94876262586047;0.11397765497912037
log_2016-2022_clean_5_eventi_FORNITURE_P_5_B.csv;5;B;LSTM;77;0;1;200;adam;mse;245.2999273981907;0.11603591646082814
log_2016-2022_clean_5_eventi_FORNITURE_P_5_I.csv;5;I;LSTM;97;0;1;200;adam;mse;247.55788286404612;0.11710401270768502
log_2016-2022_clean_5_eventi_FORNITURE_P_3_I.csv;3;I;LSTM;80;0;1;200;adam;mse;375.76474608930397;0.17775058944621758
log_2016-2022_clean_5_eventi_FORNITURE_P_1_B.csv;1;B;LSTM;66;0;1;200;adam;mse;379.6808672910473;0.17960305926728823
log_2016-2022_clean_5_eventi_FORNITURE_P_3_B.csv;3;B;LSTM;75;0;1;200;adam;mse;381.1011007382494;0.18027488208999498
log_2016-2022_clean_5_eventi_FORNITURE_P_1_F.csv;1;F;LSTM;66;0;1;200;adam;mse;383.76805281405615;0.18153644882405684
log_2016-2022_clean_5_eventi_FORNITURE_P_3_F.csv;3;F;LSTM;75;0;1;200;adam;mse;384.77408677364957;0.18201234000645675
log_2016-2022_clean_5_eventi_FORNITURE_P_1_I.csv;1;I;LSTM;66;0;1;200;adam;mse;390.7246614546555;0.18482718138820034
