file_name;prefix_length;prefix_encoding;model;features_num;features_excluded;LLM_data;epochs;optimizer_name;loss;RMSE_model;RMSE_norm
log_2016-2022_clean_5_eventi_LAVORI_P_11_F.csv;11;F;LSTM;75;0;1;200;adam;mse;68.56336334878432;0.03127890663721913
log_2016-2022_clean_5_eventi_LAVORI_P_11_B.csv;11;B;LSTM;75;0;1;200;adam;mse;69.7769691761312;0.03183255893071679
log_2016-2022_clean_5_eventi_SERVIZI_P_11_B.csv;11;B;LSTM;82;0;1;200;adam;mse;135.8659734034864;0.034971576458282645
log_2016-2022_clean_5_eventi_SERVIZI_P_11_F.csv;11;F;LSTM;82;0;1;200;adam;mse;138.1501852563934;0.03555952712363152
log_2016-2022_clean_5_eventi_SERVIZI_P_11_I.csv;11;I;LSTM;159;0;1;200;adam;mse;138.2515328455822;0.035585613750587435
log_2016-2022_clean_5_eventi_LAVORI_P_11_I.csv;11;I;LSTM;161;0;1;200;adam;mse;80.72339959701553;0.0368263684292954
log_2016-2022_clean_5_eventi_SERVIZI_P_9_F.csv;9;F;LSTM;82;0;1;200;adam;mse;148.80154104433242;0.038301160617222066
log_2016-2022_clean_5_eventi_SERVIZI_P_9_B.csv;9;B;LSTM;82;0;1;200;adam;mse;149.12980362634943;0.03838565462037699
log_2016-2022_clean_5_eventi_SERVIZI_P_9_I.csv;9;I;LSTM;142;0;1;200;adam;mse;152.05705537305994;0.03913912221574551
log_2016-2022_clean_5_eventi_SERVIZI_P_7_F.csv;7;F;LSTM;82;0;1;200;adam;mse;168.31642197583318;0.043324244274404684
log_2016-2022_clean_5_eventi_LAVORI_P_9_B.csv;9;B;LSTM;75;0;1;200;adam;mse;95.21189454915466;0.04343608327972384
log_2016-2022_clean_5_eventi_SERVIZI_P_7_I.csv;7;I;LSTM;125;0;1;200;adam;mse;171.95652725997965;0.044261198664615975
log_2016-2022_clean_5_eventi_SERVIZI_P_7_B.csv;7;B;LSTM;82;0;1;200;adam;mse;172.0232078746388;0.044278362095277995
log_2016-2022_clean_5_eventi_LAVORI_P_9_F.csv;9;F;LSTM;75;0;1;200;adam;mse;97.68328825445039;0.04456354391170182
log_2016-2022_clean_5_eventi_LAVORI_P_9_I.csv;9;I;LSTM;141;0;1;200;adam;mse;101.9968768928324;0.046531421940160765
log_2016-2022_clean_5_eventi_LAVORI_P_7_F.csv;7;F;LSTM;75;0;1;200;adam;mse;117.95694388882563;0.053812474401836514
