Case ID,Events,Variant,Variant index,Started,Finished,Duration,Duration (milliseconds)
9014757CCD,5,Variant 1,1,09.12.2021 00:00:00,17.06.2022 00:00:00,"189 days, 23 hours",16412400000
9049269D01,5,Variant 1,1,29.12.2021 00:00:00,07.07.2022 00:00:00,"189 days, 23 hours",16412400000
9052389BB6,5,Variant 1,1,30.12.2021 00:00:00,08.07.2022 00:00:00,"189 days, 23 hours",16412400000
6673808894,7,Variant 80,80,09.06.2016 00:00:00,15.12.2016 00:00:00,"189 days, 1 hour",16333200000
6699155D94,5,Variant 1,1,20.05.2016 00:00:00,25.11.2016 00:00:00,"189 days, 1 hour",16333200000
672816730D,5,Variant 1,1,24.06.2016 00:00:00,30.12.2016 00:00:00,"189 days, 1 hour",16333200000
6770965912,7,Variant 2,2,01.08.2016 00:00:00,06.02.2017 00:00:00,"189 days, 1 hour",16333200000
6808564CBE,8,Variant 251,251,14.09.2016 00:00:00,22.03.2017 00:00:00,"189 days, 1 hour",16333200000
7102188EEE,5,Variant 1,1,09.06.2017 00:00:00,15.12.2017 00:00:00,"189 days, 1 hour",16333200000
71896964D4,5,Variant 70,70,06.09.2017 00:00:00,14.03.2018 00:00:00,"189 days, 1 hour",16333200000
74611629A7,8,Variant 362,362,08.06.2018 00:00:00,14.12.2018 00:00:00,"189 days, 1 hour",16333200000
7510232780,7,Variant 115,115,30.05.2018 00:00:00,05.12.2018 00:00:00,"189 days, 1 hour",16333200000
7514117D7F,8,Variant 147,147,19.07.2018 00:00:00,24.01.2019 00:00:00,"189 days, 1 hour",16333200000
755479915C,20,"Variant 4,160",4160,25.05.2018 00:00:00,30.11.2018 00:00:00,"189 days, 1 hour",16333200000
758596043A,11,"Variant 4,272",4272,03.08.2018 00:00:00,08.02.2019 00:00:00,"189 days, 1 hour",16333200000
76046102B2,6,Variant 18,18,07.06.2018 00:00:00,13.12.2018 00:00:00,"189 days, 1 hour",16333200000
78908821D3,7,"Variant 5,238",5238,30.04.2019 00:00:00,05.11.2019 00:00:00,"189 days, 1 hour",16333200000
7895261F79,7,Variant 5,5,10.05.2019 00:00:00,15.11.2019 00:00:00,"189 days, 1 hour",16333200000
7898086ABE,6,Variant 6,6,08.05.2019 00:00:00,13.11.2019 00:00:00,"189 days, 1 hour",16333200000
7927463D68,8,Variant 89,89,03.06.2019 00:00:00,09.12.2019 00:00:00,"189 days, 1 hour",16333200000
80086280E6,11,Variant 413,413,16.08.2019 00:00:00,21.02.2020 00:00:00,"189 days, 1 hour",16333200000
8022431F7A,5,Variant 1,1,05.09.2019 00:00:00,12.03.2020 00:00:00,"189 days, 1 hour",16333200000
80291296DA,5,Variant 1,1,12.09.2019 00:00:00,19.03.2020 00:00:00,"189 days, 1 hour",16333200000
8228642A2F,7,Variant 2,2,21.04.2020 00:00:00,27.10.2020 00:00:00,"189 days, 1 hour",16333200000
8287933AAA,7,Variant 11,11,15.05.2020 00:00:00,20.11.2020 00:00:00,"189 days, 1 hour",16333200000
8330899B54,7,Variant 2,2,08.06.2020 00:00:00,14.12.2020 00:00:00,"189 days, 1 hour",16333200000
8409367D2B,5,Variant 1,1,19.08.2020 00:00:00,24.02.2021 00:00:00,"189 days, 1 hour",16333200000
8420128D6D,5,Variant 1,1,05.09.2020 00:00:00,13.03.2021 00:00:00,"189 days, 1 hour",16333200000
8872349E00,7,Variant 2,2,13.08.2021 00:00:00,18.02.2022 00:00:00,"189 days, 1 hour",16333200000
9244029E0A,6,Variant 4,4,16.06.2022 00:00:00,22.12.2022 00:00:00,"189 days, 1 hour",16333200000
9280394765,5,Variant 3,3,16.06.2022 00:00:00,22.12.2022 00:00:00,"189 days, 1 hour",16333200000
7436865723,8,"Variant 3,812",3812,04.04.2018 00:00:00,10.10.2018 00:00:00,189 days,16329600000
7611935F76,5,Variant 3,3,08.10.2018 00:00:00,15.04.2019 00:00:00,189 days,16329600000
785676251B,7,Variant 5,5,02.04.2019 00:00:00,08.10.2019 00:00:00,189 days,16329600000
7861499A32,5,Variant 1,1,04.04.2019 00:00:00,10.10.2019 00:00:00,189 days,16329600000
78792735C5,5,Variant 1,1,18.04.2019 00:00:00,24.10.2019 00:00:00,189 days,16329600000
78793483AA,5,Variant 1,1,18.04.2019 00:00:00,24.10.2019 00:00:00,189 days,16329600000
84455353F5,8,Variant 8,8,25.09.2020 00:00:00,02.04.2021 00:00:00,189 days,16329600000
896053643A,7,Variant 10,10,28.10.2021 00:00:00,05.05.2022 00:00:00,189 days,16329600000
63888895FC,5,Variant 1,1,03.02.2016 00:00:00,10.08.2016 00:00:00,"188 days, 23 hours",16326000000
65302737C0,6,Variant 187,187,08.01.2016 00:00:00,15.07.2016 00:00:00,"188 days, 23 hours",16326000000
6538752CD6,6,Variant 4,4,25.02.2016 00:00:00,01.09.2016 00:00:00,"188 days, 23 hours",16326000000
65703318A8,5,Variant 1,1,22.02.2016 00:00:00,29.08.2016 00:00:00,"188 days, 23 hours",16326000000
662034732C,7,Variant 2,2,11.03.2016 00:00:00,16.09.2016 00:00:00,"188 days, 23 hours",16326000000
6822906824,5,Variant 97,97,20.01.2017 00:00:00,28.07.2017 00:00:00,"188 days, 23 hours",16326000000
68736191D7,6,Variant 18,18,17.11.2016 00:00:00,25.05.2017 00:00:00,"188 days, 23 hours",16326000000
6891647F00,7,Variant 5,5,06.12.2016 00:00:00,13.06.2017 00:00:00,"188 days, 23 hours",16326000000
6996471683,8,"Variant 2,379",2379,07.03.2017 00:00:00,12.09.2017 00:00:00,"188 days, 23 hours",16326000000
73202247F0,9,Variant 94,94,02.02.2018 00:00:00,10.08.2018 00:00:00,"188 days, 23 hours",16326000000
732949174F,6,Variant 4,4,22.12.2017 00:00:00,29.06.2018 00:00:00,"188 days, 23 hours",16326000000
73381809B2,6,Variant 44,44,29.12.2017 00:00:00,06.07.2018 00:00:00,"188 days, 23 hours",16326000000
7349177CB4,8,Variant 16,16,26.01.2018 00:00:00,03.08.2018 00:00:00,"188 days, 23 hours",16326000000
7389932CCB,7,Variant 5,5,01.03.2018 00:00:00,06.09.2018 00:00:00,"188 days, 23 hours",16326000000
773723584D,5,Variant 26,26,28.12.2018 00:00:00,05.07.2019 00:00:00,"188 days, 23 hours",16326000000
7742108D9F,5,Variant 3,3,21.12.2018 00:00:00,28.06.2019 00:00:00,"188 days, 23 hours",16326000000
7775554E22,5,Variant 1,1,01.02.2019 00:00:00,09.08.2019 00:00:00,"188 days, 23 hours",16326000000
7845210817,10,Variant 700,700,29.03.2019 00:00:00,04.10.2019 00:00:00,"188 days, 23 hours",16326000000
8124687FCC,7,Variant 11,11,02.03.2020 00:00:00,07.09.2020 00:00:00,"188 days, 23 hours",16326000000
81360955FD,8,Variant 40,40,12.12.2019 00:00:00,18.06.2020 00:00:00,"188 days, 23 hours",16326000000
8142481BE0,5,Variant 1,1,27.12.2019 00:00:00,03.07.2020 00:00:00,"188 days, 23 hours",16326000000
815271593E,7,Variant 9,9,24.02.2020 00:00:00,31.08.2020 00:00:00,"188 days, 23 hours",16326000000
89716442D7,11,Variant 42,42,09.11.2021 00:00:00,17.05.2022 00:00:00,"188 days, 23 hours",16326000000
6677458CA6,5,Variant 1,1,26.04.2016 00:00:00,31.10.2016 00:00:00,"188 days, 1 hour",16246800000
6691187E2D,8,"Variant 1,585",1585,13.05.2016 00:00:00,17.11.2016 00:00:00,"188 days, 1 hour",16246800000
673259377F,9,Variant 653,653,01.07.2016 00:00:00,05.01.2017 00:00:00,"188 days, 1 hour",16246800000
7109961D6A,5,Variant 1,1,17.05.2017 00:00:00,21.11.2017 00:00:00,"188 days, 1 hour",16246800000
717416978A,7,Variant 93,93,09.09.2017 00:00:00,16.03.2018 00:00:00,"188 days, 1 hour",16246800000
74628835DF,5,Variant 1,1,09.05.2018 00:00:00,13.11.2018 00:00:00,"188 days, 1 hour",16246800000
7500095A2E,5,Variant 13,13,28.05.2018 00:00:00,02.12.2018 00:00:00,"188 days, 1 hour",16246800000
7508312711,8,Variant 199,199,07.06.2018 00:00:00,12.12.2018 00:00:00,"188 days, 1 hour",16246800000
7516134DFA,8,Variant 38,38,04.07.2018 00:00:00,08.01.2019 00:00:00,"188 days, 1 hour",16246800000
7595894A04,5,Variant 1,1,12.09.2018 00:00:00,19.03.2019 00:00:00,"188 days, 1 hour",16246800000
7614103C8E,9,"Variant 4,376",4376,20.09.2018 00:00:00,27.03.2019 00:00:00,"188 days, 1 hour",16246800000
78852000E4,9,Variant 48,48,24.04.2019 00:00:00,29.10.2019 00:00:00,"188 days, 1 hour",16246800000
79761932B0,5,Variant 1,1,12.06.2019 00:00:00,17.12.2019 00:00:00,"188 days, 1 hour",16246800000
8006095698,5,Variant 1,1,10.08.2019 00:00:00,14.02.2020 00:00:00,"188 days, 1 hour",16246800000
801184607A,5,Variant 3,3,22.08.2019 00:00:00,26.02.2020 00:00:00,"188 days, 1 hour",16246800000
83308166D7,7,Variant 5,5,09.06.2020 00:00:00,14.12.2020 00:00:00,"188 days, 1 hour",16246800000
8331561DA0,5,Variant 1,1,23.06.2020 00:00:00,28.12.2020 00:00:00,"188 days, 1 hour",16246800000
8806869A33,5,Variant 1,1,13.07.2021 00:00:00,17.01.2022 00:00:00,"188 days, 1 hour",16246800000
88895554DA,6,Variant 4,4,07.09.2021 00:00:00,14.03.2022 00:00:00,"188 days, 1 hour",16246800000
664756502E,5,Variant 1,1,21.04.2016 00:00:00,26.10.2016 00:00:00,188 days,16243200000
682299733E,5,Variant 3,3,05.10.2016 00:00:00,11.04.2017 00:00:00,188 days,16243200000
7021977EB8,8,Variant 67,67,29.03.2017 00:00:00,03.10.2017 00:00:00,188 days,16243200000
70369903DA,7,Variant 11,11,07.04.2017 00:00:00,12.10.2017 00:00:00,188 days,16243200000
7416336A11,8,Variant 183,183,06.04.2018 00:00:00,11.10.2018 00:00:00,188 days,16243200000
7460518636,5,Variant 1,1,20.04.2018 00:00:00,25.10.2018 00:00:00,188 days,16243200000
8078401B63,5,Variant 1,1,25.10.2019 00:00:00,30.04.2020 00:00:00,188 days,16243200000
66075090EC,5,Variant 1,1,10.03.2016 00:00:00,14.09.2016 00:00:00,"187 days, 23 hours",16239600000
6923499C1B,5,Variant 1,1,28.12.2016 00:00:00,04.07.2017 00:00:00,"187 days, 23 hours",16239600000
6934405408,7,Variant 9,9,30.12.2016 00:00:00,06.07.2017 00:00:00,"187 days, 23 hours",16239600000
701219023F,7,Variant 5,5,14.03.2017 00:00:00,18.09.2017 00:00:00,"187 days, 23 hours",16239600000
7296517C4C,5,Variant 3,3,15.12.2017 00:00:00,21.06.2018 00:00:00,"187 days, 23 hours",16239600000
7310555CD2,5,Variant 1,1,06.03.2018 00:00:00,10.09.2018 00:00:00,"187 days, 23 hours",16239600000
7331905F65,5,Variant 1,1,29.12.2017 00:00:00,05.07.2018 00:00:00,"187 days, 23 hours",16239600000
7402944EA2,5,Variant 3,3,01.03.2018 00:00:00,05.09.2018 00:00:00,"187 days, 23 hours",16239600000
76751072A9,8,"Variant 4,585",4585,30.10.2018 00:00:00,06.05.2019 00:00:00,"187 days, 23 hours",16239600000
77496838B7,5,Variant 1,1,24.12.2018 00:00:00,30.06.2019 00:00:00,"187 days, 23 hours",16239600000
777334600D,8,Variant 16,16,22.01.2019 00:00:00,29.07.2019 00:00:00,"187 days, 23 hours",16239600000
8164981379,6,Variant 57,57,08.01.2020 00:00:00,14.07.2020 00:00:00,"187 days, 23 hours",16239600000
81687899ED,8,Variant 8,8,10.01.2020 00:00:00,16.07.2020 00:00:00,"187 days, 23 hours",16239600000
859162406B,8,Variant 388,388,28.01.2021 00:00:00,04.08.2021 00:00:00,"187 days, 23 hours",16239600000
89882591F9,7,Variant 2,2,16.12.2021 00:00:00,22.06.2022 00:00:00,"187 days, 23 hours",16239600000
912636744C,7,Variant 5,5,08.03.2022 00:00:00,12.09.2022 00:00:00,"187 days, 23 hours",16239600000
6710826CCB,8,Variant 123,123,06.07.2016 00:00:00,09.01.2017 00:00:00,"187 days, 1 hour",16160400000
67378444C3,5,Variant 26,26,27.06.2016 00:00:00,31.12.2016 00:00:00,"187 days, 1 hour",16160400000
67817751C6,8,Variant 43,43,27.08.2016 00:00:00,02.03.2017 00:00:00,"187 days, 1 hour",16160400000
67862449B3,6,Variant 18,18,13.07.2016 00:00:00,16.01.2017 00:00:00,"187 days, 1 hour",16160400000
7040761BC5,8,Variant 8,8,14.06.2017 00:00:00,18.12.2017 00:00:00,"187 days, 1 hour",16160400000
711973927D,8,Variant 473,473,23.06.2017 00:00:00,27.12.2017 00:00:00,"187 days, 1 hour",16160400000
74450655FE,6,Variant 14,14,27.05.2018 00:00:00,30.11.2018 00:00:00,"187 days, 1 hour",16160400000
7467196D10,5,Variant 1,1,08.06.2018 00:00:00,12.12.2018 00:00:00,"187 days, 1 hour",16160400000
74803872A2,8,Variant 40,40,05.06.2018 00:00:00,09.12.2018 00:00:00,"187 days, 1 hour",16160400000
74901489A8,6,Variant 6,6,15.05.2018 00:00:00,18.11.2018 00:00:00,"187 days, 1 hour",16160400000
7586689DCE,5,Variant 1,1,01.08.2018 00:00:00,04.02.2019 00:00:00,"187 days, 1 hour",16160400000
788755042B,8,Variant 8,8,26.04.2019 00:00:00,30.10.2019 00:00:00,"187 days, 1 hour",16160400000
7934598D65,7,Variant 5,5,12.06.2019 00:00:00,16.12.2019 00:00:00,"187 days, 1 hour",16160400000
7948034D22,6,Variant 18,18,19.06.2019 00:00:00,23.12.2019 00:00:00,"187 days, 1 hour",16160400000
801736393D,6,Variant 6,6,29.08.2019 00:00:00,03.03.2020 00:00:00,"187 days, 1 hour",16160400000
8017776E0D,8,Variant 483,483,30.08.2019 00:00:00,04.03.2020 00:00:00,"187 days, 1 hour",16160400000
803688032F,8,Variant 8,8,11.09.2019 00:00:00,16.03.2020 00:00:00,"187 days, 1 hour",16160400000
8334218E40,6,Variant 366,366,01.07.2020 00:00:00,04.01.2021 00:00:00,"187 days, 1 hour",16160400000
8335667A02,5,Variant 3,3,16.07.2020 00:00:00,19.01.2021 00:00:00,"187 days, 1 hour",16160400000
83658852B3,7,Variant 5,5,08.07.2020 00:00:00,11.01.2021 00:00:00,"187 days, 1 hour",16160400000
84203493D0,5,Variant 3,3,02.09.2020 00:00:00,08.03.2021 00:00:00,"187 days, 1 hour",16160400000
8421057C10,16,"Variant 6,275",6275,02.09.2020 00:00:00,08.03.2021 00:00:00,"187 days, 1 hour",16160400000
8890847F08,5,Variant 3,3,30.07.2021 00:00:00,02.02.2022 00:00:00,"187 days, 1 hour",16160400000
684439094C,5,Variant 3,3,28.10.2016 00:00:00,03.05.2017 00:00:00,187 days,16156800000
69676731A8,7,Variant 2,2,28.10.2016 00:00:00,03.05.2017 00:00:00,187 days,16156800000
725226131A,5,Variant 1,1,25.10.2017 00:00:00,30.04.2018 00:00:00,187 days,16156800000
8479070DE7,13,"Variant 6,332",6332,21.10.2020 00:00:00,26.04.2021 00:00:00,187 days,16156800000
8910980552,7,Variant 5,5,23.09.2021 00:00:00,29.03.2022 00:00:00,187 days,16156800000
687643018D,7,Variant 41,41,30.12.2016 00:00:00,05.07.2017 00:00:00,"186 days, 23 hours",16153200000
6897560E90,5,Variant 1,1,07.12.2016 00:00:00,12.06.2017 00:00:00,"186 days, 23 hours",16153200000
692316045D,7,Variant 5,5,21.12.2016 00:00:00,26.06.2017 00:00:00,"186 days, 23 hours",16153200000
69246745C1,6,Variant 4,4,10.02.2017 00:00:00,16.08.2017 00:00:00,"186 days, 23 hours",16153200000
696246470C,7,Variant 5,5,01.02.2017 00:00:00,07.08.2017 00:00:00,"186 days, 23 hours",16153200000
72950154D1,7,Variant 53,53,01.12.2017 00:00:00,06.06.2018 00:00:00,"186 days, 23 hours",16153200000
7314262FEE,5,Variant 1,1,07.12.2017 00:00:00,12.06.2018 00:00:00,"186 days, 23 hours",16153200000
7394388A01,5,Variant 1,1,07.03.2018 00:00:00,10.09.2018 00:00:00,"186 days, 23 hours",16153200000
7831584B8E,10,Variant 75,75,22.03.2019 00:00:00,25.09.2019 00:00:00,"186 days, 23 hours",16153200000
8548521EAE,5,Variant 1,1,30.12.2020 00:00:00,05.07.2021 00:00:00,"186 days, 23 hours",16153200000
9024547BC4,5,Variant 3,3,23.11.2021 00:00:00,29.05.2022 00:00:00,"186 days, 23 hours",16153200000
9132519915,8,Variant 8,8,09.03.2022 00:00:00,12.09.2022 00:00:00,"186 days, 23 hours",16153200000
6750285F63,6,Variant 34,34,14.07.2016 00:00:00,16.01.2017 00:00:00,"186 days, 1 hour",16074000000
70575824E8,11,"Variant 1,155",1155,08.05.2017 00:00:00,10.11.2017 00:00:00,"186 days, 1 hour",16074000000
706983760D,5,Variant 1,1,09.06.2017 00:00:00,12.12.2017 00:00:00,"186 days, 1 hour",16074000000
707299434B,8,"Variant 2,577",2577,11.05.2017 00:00:00,13.11.2017 00:00:00,"186 days, 1 hour",16074000000
7118296BAD,6,Variant 4,4,27.06.2017 00:00:00,30.12.2017 00:00:00,"186 days, 1 hour",16074000000
71272096EC,7,Variant 9,9,31.07.2017 00:00:00,02.02.2018 00:00:00,"186 days, 1 hour",16074000000
7161959B86,5,Variant 1,1,07.08.2017 00:00:00,09.02.2018 00:00:00,"186 days, 1 hour",16074000000
7476625222,9,"Variant 1,114",1114,12.05.2018 00:00:00,14.11.2018 00:00:00,"186 days, 1 hour",16074000000
750754916D,5,Variant 1,1,04.06.2018 00:00:00,07.12.2018 00:00:00,"186 days, 1 hour",16074000000
7513642586,8,"Variant 1,090",1090,07.06.2018 00:00:00,10.12.2018 00:00:00,"186 days, 1 hour",16074000000
756934229F,5,Variant 1,1,12.07.2018 00:00:00,14.01.2019 00:00:00,"186 days, 1 hour",16074000000
7882175095,6,Variant 50,50,10.05.2019 00:00:00,12.11.2019 00:00:00,"186 days, 1 hour",16074000000
7915946D47,7,Variant 80,80,17.06.2019 00:00:00,20.12.2019 00:00:00,"186 days, 1 hour",16074000000
8270564D4F,5,Variant 1,1,23.04.2020 00:00:00,26.10.2020 00:00:00,"186 days, 1 hour",16074000000
828158976F,5,Variant 1,1,11.05.2020 00:00:00,13.11.2020 00:00:00,"186 days, 1 hour",16074000000
8286100209,5,Variant 1,1,27.04.2020 00:00:00,30.10.2020 00:00:00,"186 days, 1 hour",16074000000
8369259303,7,Variant 9,9,18.06.2020 00:00:00,21.12.2020 00:00:00,"186 days, 1 hour",16074000000
8375408553,5,Variant 1,1,20.07.2020 00:00:00,22.01.2021 00:00:00,"186 days, 1 hour",16074000000
70179492B9,8,Variant 150,150,03.04.2017 00:00:00,06.10.2017 00:00:00,186 days,16070400000
7246147DA8,6,Variant 6,6,23.10.2017 00:00:00,27.04.2018 00:00:00,186 days,16070400000
76363313B1,11,Variant 98,98,27.09.2018 00:00:00,01.04.2019 00:00:00,186 days,16070400000
7819027134,7,Variant 9,9,08.04.2019 00:00:00,11.10.2019 00:00:00,186 days,16070400000
7857142EAE,6,Variant 28,28,19.04.2019 00:00:00,22.10.2019 00:00:00,186 days,16070400000
7866489016,7,Variant 2,2,11.04.2019 00:00:00,14.10.2019 00:00:00,186 days,16070400000
7875268CBB,5,Variant 1,1,18.04.2019 00:00:00,21.10.2019 00:00:00,186 days,16070400000
827274337D,7,Variant 2,2,09.04.2020 00:00:00,12.10.2020 00:00:00,186 days,16070400000
66107882D6,6,Variant 18,18,03.03.2016 00:00:00,05.09.2016 00:00:00,"185 days, 23 hours",16066800000
665504902C,11,"Variant 1,521",1521,01.01.2016 00:00:00,05.07.2016 00:00:00,"185 days, 23 hours",16066800000
68536746B3,5,Variant 1,1,24.11.2016 00:00:00,29.05.2017 00:00:00,"185 days, 23 hours",16066800000
7683920B5E,8,"Variant 4,613",4613,13.11.2018 00:00:00,18.05.2019 00:00:00,"185 days, 23 hours",16066800000
770900582B,5,Variant 3,3,17.01.2019 00:00:00,22.07.2019 00:00:00,"185 days, 23 hours",16066800000
7797620F92,7,Variant 79,79,18.02.2019 00:00:00,23.08.2019 00:00:00,"185 days, 23 hours",16066800000
7831930916,6,Variant 28,28,21.03.2019 00:00:00,23.09.2019 00:00:00,"185 days, 23 hours",16066800000
784842445F,5,Variant 1,1,28.03.2019 00:00:00,30.09.2019 00:00:00,"185 days, 23 hours",16066800000
8115668D16,5,Variant 1,1,26.11.2019 00:00:00,30.05.2020 00:00:00,"185 days, 23 hours",16066800000
8154673909,9,Variant 119,119,23.12.2019 00:00:00,26.06.2020 00:00:00,"185 days, 23 hours",16066800000
8214840C69,6,Variant 4,4,16.01.2020 00:00:00,20.07.2020 00:00:00,"185 days, 23 hours",16066800000
8571086BE9,7,Variant 2,2,24.12.2020 00:00:00,28.06.2021 00:00:00,"185 days, 23 hours",16066800000
90368092B3,7,Variant 2,2,24.12.2021 00:00:00,28.06.2022 00:00:00,"185 days, 23 hours",16066800000
6684990443,7,Variant 115,115,10.05.2016 00:00:00,11.11.2016 00:00:00,"185 days, 1 hour",15987600000
6808004E9D,6,Variant 34,34,19.09.2016 00:00:00,23.03.2017 00:00:00,"185 days, 1 hour",15987600000
6902487078,5,Variant 1,1,16.05.2017 00:00:00,17.11.2017 00:00:00,"185 days, 1 hour",15987600000
7048712D24,6,Variant 4,4,05.05.2017 00:00:00,06.11.2017 00:00:00,"185 days, 1 hour",15987600000
7084913F26,8,Variant 937,937,23.05.2017 00:00:00,24.11.2017 00:00:00,"185 days, 1 hour",15987600000
70921123F7,10,"Variant 2,636",2636,13.06.2017 00:00:00,15.12.2017 00:00:00,"185 days, 1 hour",15987600000
71756269E4,6,"Variant 2,894",2894,04.09.2017 00:00:00,08.03.2018 00:00:00,"185 days, 1 hour",15987600000
7597156B73,5,Variant 1,1,08.08.2018 00:00:00,09.02.2019 00:00:00,"185 days, 1 hour",15987600000
8245240B49,7,Variant 254,254,28.04.2020 00:00:00,30.10.2020 00:00:00,"185 days, 1 hour",15987600000
8297822B53,11,"Variant 6,119",6119,16.06.2020 00:00:00,18.12.2020 00:00:00,"185 days, 1 hour",15987600000
83428891CD,7,Variant 2,2,19.06.2020 00:00:00,21.12.2020 00:00:00,"185 days, 1 hour",15987600000
8913671202,5,Variant 1,1,21.09.2021 00:00:00,25.03.2022 00:00:00,"185 days, 1 hour",15987600000
927521558D,7,Variant 39,39,14.06.2022 00:00:00,16.12.2022 00:00:00,"185 days, 1 hour",15987600000
932660913A,7,Variant 30,30,18.07.2022 00:00:00,19.01.2023 00:00:00,"185 days, 1 hour",15987600000
667349671C,7,Variant 114,114,16.04.2016 00:00:00,18.10.2016 00:00:00,185 days,15984000000
7850196AAA,5,Variant 1,1,02.04.2019 00:00:00,04.10.2019 00:00:00,185 days,15984000000
84713982C8,5,Variant 1,1,21.10.2020 00:00:00,24.04.2021 00:00:00,185 days,15984000000
94679320A8,5,Variant 13,13,27.10.2022 00:00:00,30.04.2023 00:00:00,185 days,15984000000
690794588B,5,Variant 1,1,09.12.2016 00:00:00,12.06.2017 00:00:00,"184 days, 23 hours",15980400000
6963965DB4,5,Variant 3,3,03.02.2017 00:00:00,07.08.2017 00:00:00,"184 days, 23 hours",15980400000
7288946485,5,Variant 1,1,27.11.2017 00:00:00,31.05.2018 00:00:00,"184 days, 23 hours",15980400000
7302776964,5,Variant 1,1,04.12.2017 00:00:00,07.06.2018 00:00:00,"184 days, 23 hours",15980400000
7358833D16,5,Variant 1,1,19.01.2018 00:00:00,23.07.2018 00:00:00,"184 days, 23 hours",15980400000
7365002FE7,12,"Variant 3,610",3610,05.02.2018 00:00:00,09.08.2018 00:00:00,"184 days, 23 hours",15980400000
7694677854,5,Variant 1,1,16.11.2018 00:00:00,20.05.2019 00:00:00,"184 days, 23 hours",15980400000
7731174E99,6,Variant 50,50,31.12.2018 00:00:00,04.07.2019 00:00:00,"184 days, 23 hours",15980400000
7779794919,8,Variant 149,149,05.02.2019 00:00:00,09.08.2019 00:00:00,"184 days, 23 hours",15980400000
7781384935,9,"Variant 4,977",4977,04.02.2019 00:00:00,08.08.2019 00:00:00,"184 days, 23 hours",15980400000
7846845D54,9,Variant 691,691,29.03.2019 00:00:00,30.09.2019 00:00:00,"184 days, 23 hours",15980400000
8159371DF1,5,Variant 1,1,30.12.2019 00:00:00,02.07.2020 00:00:00,"184 days, 23 hours",15980400000
8609317922,5,Variant 1,1,26.01.2021 00:00:00,30.07.2021 00:00:00,"184 days, 23 hours",15980400000
9041731077,5,Variant 1,1,27.12.2021 00:00:00,30.06.2022 00:00:00,"184 days, 23 hours",15980400000
67370093B3,5,Variant 1,1,30.06.2016 00:00:00,31.12.2016 00:00:00,"184 days, 1 hour",15901200000
6746047617,7,Variant 11,11,05.07.2016 00:00:00,05.01.2017 00:00:00,"184 days, 1 hour",15901200000
67798805F7,8,Variant 168,168,10.08.2016 00:00:00,10.02.2017 00:00:00,"184 days, 1 hour",15901200000
6895978511,10,"Variant 2,139",2139,19.07.2017 00:00:00,19.01.2018 00:00:00,"184 days, 1 hour",15901200000
7123516F5A,5,Variant 1,1,30.06.2017 00:00:00,31.12.2017 00:00:00,"184 days, 1 hour",15901200000
7148984838,7,Variant 2,2,18.07.2017 00:00:00,18.01.2018 00:00:00,"184 days, 1 hour",15901200000
7994279FB6,7,Variant 2,2,01.08.2019 00:00:00,01.02.2020 00:00:00,"184 days, 1 hour",15901200000
82734792DB,5,Variant 3,3,27.04.2020 00:00:00,28.10.2020 00:00:00,"184 days, 1 hour",15901200000
8349757573,9,Variant 113,113,23.06.2020 00:00:00,24.12.2020 00:00:00,"184 days, 1 hour",15901200000
8368127CD8,5,Variant 1,1,14.07.2020 00:00:00,14.01.2021 00:00:00,"184 days, 1 hour",15901200000
83997469AC,7,Variant 2,2,02.09.2020 00:00:00,05.03.2021 00:00:00,"184 days, 1 hour",15901200000
8405174900,7,Variant 2,2,13.08.2020 00:00:00,13.02.2021 00:00:00,"184 days, 1 hour",15901200000
841121308D,5,Variant 1,1,21.08.2020 00:00:00,21.02.2021 00:00:00,"184 days, 1 hour",15901200000
6834545CF1,6,Variant 4,4,17.10.2016 00:00:00,19.04.2017 00:00:00,184 days,15897600000
6984397ABA,5,Variant 1,1,10.04.2017 00:00:00,11.10.2017 00:00:00,184 days,15897600000
7437248334,7,Variant 5,5,09.04.2018 00:00:00,10.10.2018 00:00:00,184 days,15897600000
74394772A2,5,Variant 1,1,04.04.2018 00:00:00,05.10.2018 00:00:00,184 days,15897600000
7848728F3A,6,Variant 124,124,16.04.2019 00:00:00,17.10.2019 00:00:00,184 days,15897600000
78707024C2,5,Variant 1,1,03.04.2019 00:00:00,04.10.2019 00:00:00,184 days,15897600000
8072489CA6,7,Variant 2,2,21.10.2019 00:00:00,22.04.2020 00:00:00,184 days,15897600000
8260444E05,5,Variant 1,1,30.03.2020 00:00:00,30.09.2020 00:00:00,184 days,15897600000
8583981D33,6,Variant 4,4,28.04.2021 00:00:00,29.10.2021 00:00:00,184 days,15897600000
8720303DAC,13,"Variant 6,482",6482,21.04.2021 00:00:00,22.10.2021 00:00:00,184 days,15897600000
65588527E3,8,Variant 38,38,20.01.2016 00:00:00,22.07.2016 00:00:00,"183 days, 23 hours",15894000000
6905336F85,10,"Variant 2,173",2173,19.12.2016 00:00:00,21.06.2017 00:00:00,"183 days, 23 hours",15894000000
7302996EEF,7,Variant 49,49,12.12.2017 00:00:00,14.06.2018 00:00:00,"183 days, 23 hours",15894000000
73118097A9,8,Variant 68,68,08.01.2018 00:00:00,11.07.2018 00:00:00,"183 days, 23 hours",15894000000
7314356D81,6,Variant 78,78,12.12.2017 00:00:00,14.06.2018 00:00:00,"183 days, 23 hours",15894000000
733530445A,5,Variant 3,3,27.12.2017 00:00:00,29.06.2018 00:00:00,"183 days, 23 hours",15894000000
